,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,1,1,1,1,1,1,6,6,1,11,2,0
1,0,0,2,1,0,0,0,9,9,9,9,0,1
2,1,1,1,1,1,1,1,1,1,6,1,0,0
3,1,1,4,1,6,6,8,8,8,8,8,0,0
4,0,1,1,1,1,1,1,6,6,1,11,2,0
5,1,1,1,1,1,1,1,1,1,6,1,0,0
6,1,1,2,1,1,1,1,9,9,9,9,0,1
7,0,0,0,0,0,6,7,6,6,11,6,0,1
8,0,0,0,0,0,7,7,7,7,11,6,3,1
9,2,3,3,3,3,3,3,3,3,3,3,1,0
10,1,1,1,1,1,1,1,1,1,6,1,0,0
11,1,1,1,5,5,5,5,5,5,6,5,3,2
12,1,1,1,1,1,1,1,1,1,6,1,0,0
13,1,1,1,1,6,6,8,8,8,8,8,0,0
14,1,3,4,4,4,4,4,4,4,4,4,0,3
15,1,3,4,4,4,4,4,4,4,4,4,0,3
16,1,1,1,1,1,4,1,1,4,6,1,0,0
17,1,1,4,4,4,4,4,4,4,4,4,0,3
18,1,3,4,4,4,4,4,4,4,4,4,0,3
19,0,3,4,4,4,4,4,4,10,10,10,0,1
20,1,3,4,4,4,4,4,4,4,4,4,0,3
21,1,1,1,1,4,4,4,4,4,9,1,0,0
22,1,3,4,4,4,4,4,4,4,4,4,0,3
23,1,1,1,1,6,6,8,8,8,8,8,0,0
24,2,1,1,5,6,6,8,8,8,8,8,0,0
25,2,2,2,5,6,6,8,8,8,8,8,0,0
26,1,1,1,1,1,1,1,9,8,9,8,0,0
27,2,2,2,2,2,2,2,2,10,10,10,3,4
28,2,3,3,3,3,3,3,3,3,3,3,1,5
29,2,2,2,2,2,2,2,2,10,10,12,3,4
30,2,3,3,3,3,3,3,3,3,3,3,1,5
31,2,3,3,3,3,3,3,3,3,3,3,1,5
32,2,3,3,3,3,3,3,3,3,3,3,1,5
33,2,3,3,3,3,3,3,3,3,3,3,1,5
34,1,3,3,3,3,3,3,3,3,3,3,1,6
35,0,2,1,1,1,1,1,6,6,1,11,2,0
36,2,2,2,5,5,2,2,2,2,11,2,3,6
37,1,1,4,4,6,6,6,9,7,7,7,3,6
38,2,2,2,0,6,2,6,7,10,10,12,3,6
39,2,2,2,5,5,5,5,5,5,5,5,3,6
40,2,2,2,2,2,7,7,7,7,7,7,3,7
41,1,1,1,5,5,7,7,7,7,7,7,3,7
42,1,1,1,2,2,7,7,7,7,7,7,3,7
43,2,2,2,2,2,2,2,2,2,2,2,3,4
44,2,2,2,2,2,2,2,2,2,2,2,3,4
45,2,2,2,2,2,2,2,2,2,2,2,3,4
46,2,2,2,5,5,5,5,5,5,5,5,3,2
47,0,1,4,4,6,6,6,9,9,7,7,3,6
48,2,2,2,2,2,2,2,2,2,2,2,3,4
49,2,2,2,2,2,2,2,2,2,2,11,3,4
50,2,2,2,5,5,5,5,5,5,5,5,3,2
51,0,0,0,5,5,5,5,5,5,5,5,3,1
52,2,2,1,1,1,2,1,6,6,1,11,2,0
53,2,2,2,5,5,2,6,0,2,2,11,3,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09281445083514855,0.13340674622936666,0.1473042233681347,0.1596196012495448,0.14966044406881315,0.15084822401138112,0.15273570783986484,0.1389914064314749,0.13565311789946435,0.13490282082187696,0.13574649764078806,0.1943805029223571,0.1405313664325306
NMI,0.23985733532974501,0.38572146229313398,0.4649699511491962,0.56855321162138317,0.61472202872793602,0.61546063152291086,0.64196942469972007,0.66458312942875253,0.65011881536603133,0.63322155826903159,0.63340497284725172,1.0,0.54833970516199082
