,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,0,0,6,6,6,6,6,6,1,
1,2,2,4,5,5,7,7,7,7,7,0,
2,2,2,4,4,4,4,4,4,4,4,2,
3,2,2,4,4,4,4,8,1,1,1,1,
4,0,0,0,5,6,6,6,6,6,6,1,
5,2,2,2,2,2,2,2,5,5,2,0,
6,1,1,2,5,5,7,7,7,7,7,0,
7,2,3,3,3,5,7,7,7,7,7,0,
8,2,2,2,1,5,5,5,5,5,5,3,
9,2,3,3,3,3,5,8,1,1,1,1,
10,2,2,4,4,4,4,4,4,4,4,1,
11,0,1,1,1,1,5,5,5,5,11,3,
12,2,2,2,2,2,2,2,2,2,2,0,
13,2,2,2,2,3,3,8,1,1,1,1,
14,0,0,0,0,0,0,8,8,8,8,0,
15,2,2,2,2,2,2,2,2,2,2,0,
16,0,0,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,2,2,0,
20,2,2,4,4,4,4,4,4,4,4,2,
21,2,2,2,2,2,7,7,7,7,7,0,
22,2,2,4,4,4,4,4,4,4,4,2,
23,0,3,3,3,3,3,8,1,1,1,1,
24,1,3,3,3,3,3,3,3,3,3,1,
25,0,0,0,0,0,0,8,8,8,8,0,
26,2,3,3,2,3,3,2,5,10,10,1,
27,1,1,1,1,1,5,5,5,5,11,3,
28,2,2,4,4,4,5,5,5,5,4,2,
29,1,1,1,1,1,5,5,5,9,11,3,
30,2,2,4,4,4,4,4,4,4,4,2,
31,0,1,4,4,4,4,4,4,4,4,2,
32,2,2,4,4,4,4,4,4,4,4,2,
33,2,2,4,4,4,4,4,4,4,4,2,
34,1,1,3,1,3,5,3,3,3,3,3,
35,1,1,1,1,6,6,6,6,6,6,3,
36,1,1,1,1,1,5,5,5,5,5,3,
37,0,0,0,0,0,0,0,0,8,0,3,
38,2,0,3,3,3,0,5,8,8,8,3,
39,1,1,1,1,1,5,5,5,5,11,3,
40,1,1,1,5,5,1,1,9,9,9,3,
41,2,1,2,5,5,1,1,9,9,9,3,
42,2,1,2,5,5,1,1,9,9,9,3,
43,1,1,3,5,5,1,3,3,9,9,3,
44,1,1,1,1,1,5,5,5,9,11,3,
45,1,1,1,5,5,7,3,3,10,10,3,
46,1,1,1,1,1,5,3,3,3,11,3,
47,1,1,1,1,1,5,5,5,5,5,3,
48,1,1,1,1,1,5,5,5,5,11,3,
49,1,1,1,5,5,5,1,9,9,9,3,
50,1,3,3,5,3,3,3,3,3,3,1,
51,1,3,3,3,3,3,3,3,3,3,1,
52,1,3,3,3,3,3,3,3,3,3,1,
53,1,1,1,1,1,5,5,5,3,3,3,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12597528295619864,0.15473299780994224,0.13145684012458755,0.12621774361867946,0.12267474107081834,0.12772863630025708,0.13262052547661668,0.12275032300692676,0.1294731863547806,0.1237070076314658,0.16341089605373074,
NMI,0.20091825418743059,0.43741501564029633,0.49280659644064262,0.51741065122485885,0.61087877993942907,0.60358159022208147,0.57215253137594024,0.53988770161160093,0.55772550169789337,0.62317697723373644,1.0,
Silhoutte,0.09883045,0.11635085,0.10655434,0.10920184,0.13083635,0.17500024,0.17674294,0.19517182,0.19872994,0.21532472,0.09609941,
