,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,1,1,1,1,1,0,0
1,1,3,4,5,5,5,8,2,1
2,1,1,1,1,1,1,1,0,0
3,1,1,4,4,4,4,4,1,2
4,1,1,1,1,1,1,1,0,0
5,1,1,1,1,1,1,1,0,3
6,1,1,1,1,1,1,1,0,3
7,1,1,1,1,1,1,1,0,3
8,1,1,1,1,1,7,7,0,0
9,1,1,4,4,4,4,4,0,2
10,1,1,1,1,1,1,1,0,3
11,1,1,1,1,1,1,1,0,3
12,1,1,1,1,1,1,1,0,3
13,1,1,1,1,1,1,1,0,0
14,1,1,1,1,1,1,1,0,3
15,1,1,1,1,1,1,1,0,0
16,1,1,1,1,1,1,1,0,0
17,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,0,3
19,1,1,1,1,1,1,1,0,3
20,1,1,1,1,1,1,1,0,3
21,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,0,3
23,0,0,4,4,4,4,4,1,2
24,2,2,2,2,3,3,3,2,4
25,2,3,3,3,3,3,3,2,4
26,0,3,3,3,3,3,3,2,1
27,1,1,1,1,2,2,1,2,0
28,2,2,2,2,2,2,2,2,0
29,2,2,2,2,2,2,2,2,4
30,2,2,2,2,5,5,5,2,4
31,0,0,4,5,5,5,5,2,5
32,0,0,4,5,5,5,5,2,5
33,2,2,2,2,2,2,2,2,4
34,2,2,2,2,2,3,3,2,6
35,1,1,1,1,1,1,1,1,0
36,2,2,2,5,2,7,7,2,6
37,2,2,2,5,2,2,2,2,6
38,2,2,2,2,2,2,2,2,4
39,2,2,2,2,2,2,2,2,4
40,1,2,2,2,6,6,6,2,5
41,1,1,1,1,6,6,6,2,5
42,2,2,2,2,2,2,6,2,4
43,1,3,3,3,3,3,3,2,1
44,2,2,2,2,2,2,2,2,6
45,0,3,3,3,3,3,3,2,1
46,0,0,0,0,0,7,8,0,5
47,2,2,2,2,2,2,2,2,6
48,2,2,2,2,2,2,2,2,4
49,2,2,2,2,2,2,2,2,4
50,2,3,3,3,3,3,3,2,1
51,2,3,3,3,3,7,7,2,6
52,1,1,1,1,1,1,1,2,0
53,2,2,2,2,2,2,2,2,4
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.08393332199345774,0.10096849863953468,0.09820349729606362,0.09156484158913133,0.10313369197598841,0.09725063896273967,0.09086485797345467,0.12452563699312943,0.05919879274024317
NMI,0.40387477493901591,0.48295651935816447,0.4809893461206749,0.5283925065016013,0.58735691847708438,0.52617523016492707,0.46561488872440204,1.0,0.48006674635041985
