,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,7,7,7,7,7,7
2,2,3,3,5,5,5,5,5,5,5,5
3,2,3,3,3,3,3,3,3,3,11,11
4,1,1,1,1,1,0,0,0,8,10,12
5,1,1,1,1,1,1,1,1,1,1,1
6,0,0,0,0,0,6,7,7,7,7,7
7,0,3,4,4,4,4,4,4,4,3,3
8,0,3,3,3,3,6,6,6,6,6,6
9,1,1,1,1,1,1,1,1,1,1,1
10,2,3,3,3,6,3,3,3,3,11,11
11,1,1,1,1,1,1,1,1,1,1,1
12,2,3,3,3,3,3,3,3,3,11,11
13,1,1,1,1,1,1,1,1,1,1,1
14,0,0,2,2,6,7,8,8,8,8,8
15,0,0,4,4,6,7,7,9,9,4,4
16,0,0,4,4,4,4,4,4,4,9,3
17,0,1,2,2,6,7,8,8,8,8,8
18,1,1,1,1,1,1,1,1,1,1,1
19,0,0,0,3,3,6,6,6,6,6,6
20,2,3,2,5,5,5,5,5,5,5,5
21,1,1,1,1,1,1,1,1,1,1,1
22,2,3,2,5,5,5,5,5,5,5,5
23,0,2,4,4,4,4,4,4,4,3,3
24,0,2,4,4,4,4,4,4,4,3,3
25,2,3,3,3,3,3,3,3,3,11,11
26,0,3,3,4,6,7,7,9,9,4,4
27,0,3,3,3,3,6,6,6,6,6,6
28,1,1,3,1,1,1,1,1,1,1,1
29,0,2,2,2,3,6,6,6,6,6,6
30,2,3,3,3,3,3,3,3,3,11,11
31,2,3,3,5,5,5,5,5,5,5,5
32,2,3,3,5,5,5,5,5,5,5,5
33,0,3,4,3,4,4,4,3,4,11,11
34,2,2,2,2,2,2,2,2,2,2,2
35,1,1,1,1,1,1,1,1,1,1,1
36,1,1,1,1,1,1,1,1,1,1,1
37,0,0,0,0,0,0,0,0,9,10,10
38,0,0,0,0,0,0,0,0,0,10,10
39,2,2,2,2,2,2,2,7,2,9,9
40,2,2,2,2,2,2,2,2,2,2,2
41,0,0,4,0,0,0,0,0,0,0,0
42,2,2,2,2,2,2,2,2,2,2,2
43,2,0,2,2,2,2,2,2,2,2,2
44,2,2,2,2,2,2,2,2,2,2,2
45,0,3,3,0,6,7,7,9,9,4,4
46,2,2,4,4,6,7,4,4,9,3,3
47,0,0,2,2,2,0,0,7,0,0,9
48,0,0,0,0,0,0,0,3,10,9,12
49,2,2,4,2,4,4,4,4,4,3,3
50,2,2,2,2,2,2,2,2,2,2,2
51,0,0,0,0,0,0,8,0,8,8,8
52,1,1,1,1,1,1,1,1,1,1,1
53,2,2,4,4,4,4,7,9,9,6,6
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
