,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,1,1,2,3,7,8,8,8,1,
1,1,1,1,5,5,5,5,5,5,1,
2,2,2,2,2,2,2,8,8,8,1,
3,1,2,4,4,4,4,4,2,2,1,
4,0,1,3,3,5,5,8,8,8,1,
5,0,2,2,2,0,0,0,7,7,1,
6,0,1,1,5,5,5,5,5,5,1,
7,0,0,0,5,5,5,5,5,9,1,
8,0,0,0,5,5,7,7,9,9,2,
9,0,1,4,4,4,4,4,9,10,1,
10,2,2,2,5,5,5,5,5,5,1,
11,0,2,2,0,6,7,7,7,7,1,
12,2,1,1,5,5,5,5,5,5,1,
13,0,0,4,4,4,4,4,9,10,1,
14,1,3,3,3,3,3,3,3,3,0,
15,2,3,3,3,3,3,3,3,3,0,
16,2,2,3,3,6,6,7,7,7,0,
17,2,3,3,3,3,3,3,3,3,0,
18,2,3,3,3,3,3,3,3,3,0,
19,2,3,3,3,3,3,3,3,3,0,
20,2,3,3,3,3,3,3,3,3,0,
21,2,2,2,5,5,5,5,5,5,1,
22,2,3,3,3,3,3,3,3,3,0,
23,0,0,4,4,4,4,4,4,4,1,
24,0,0,4,4,4,4,4,4,4,1,
25,1,2,1,1,1,1,2,2,2,0,
26,0,0,4,4,4,4,4,9,10,2,
27,1,1,1,1,1,1,1,1,2,2,
28,1,2,2,2,2,2,2,2,2,1,
29,1,1,1,1,1,1,1,1,1,2,
30,2,2,2,2,2,2,2,2,2,1,
31,2,2,2,2,2,2,2,2,2,1,
32,2,2,2,2,2,2,2,2,2,1,
33,1,2,2,2,2,2,2,2,2,1,
34,1,2,4,4,4,4,4,4,4,1,
35,0,3,3,2,3,7,8,8,8,1,
36,1,1,1,1,1,7,1,1,9,2,
37,1,1,1,1,1,1,1,1,1,2,
38,1,1,1,1,1,1,1,1,2,2,
39,1,1,1,1,1,1,1,1,1,2,
40,2,2,2,5,6,6,6,6,6,2,
41,2,2,2,5,6,6,6,6,6,2,
42,2,2,2,5,6,6,6,6,6,2,
43,1,1,1,1,1,1,1,1,1,2,
44,1,1,1,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,1,1,1,2,
47,1,0,1,1,1,0,1,1,10,2,
48,1,1,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,1,1,1,2,
51,1,1,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,7,7,7,2,
53,1,1,1,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.08686779614704217,0.07023359086223488,0.09254241481258703,0.13890489759357533,0.13361739034012282,0.13098587253610045,0.1359360631757106,0.1303430953299772,0.12286315653520022,0.16181234847768874,
NMI,0.24096735490284019,0.34197829282560466,0.38381775295292392,0.55929691797726377,0.50030189898699728,0.55024501317477159,0.59146277805963632,0.58541167029222285,0.48304544594310478,1.0,
Silhoutte,0.10021123,0.07877142,0.09363305,0.13499308,0.12767578,0.21004288,0.20509136,0.24020521,0.26419441,0.13733823,
