,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,1,1,1,1,1,1,0,
1,1,1,1,1,1,1,0,
2,1,1,1,1,1,1,0,
3,1,1,1,1,1,1,2,
4,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,0,
7,1,1,1,1,1,1,0,
8,1,1,1,1,1,1,0,
9,1,1,1,1,1,1,0,
10,1,1,1,1,1,1,0,
11,1,1,1,1,1,1,0,
12,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,0,
23,2,2,2,2,2,2,3,
24,0,0,4,4,6,7,1,
25,1,1,4,4,6,7,1,
26,0,0,4,4,4,4,3,
27,2,3,3,3,3,3,2,
28,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,3,
30,0,3,3,3,3,3,2,
31,0,3,3,3,3,3,2,
32,0,3,3,3,3,3,2,
33,0,3,3,3,3,3,2,
34,2,2,2,2,3,3,3,
35,1,1,1,1,6,6,0,
36,2,2,2,2,2,2,3,
37,0,0,0,0,4,6,3,
38,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,3,
40,2,2,4,5,5,5,3,
41,1,1,4,5,5,5,3,
42,1,1,4,5,5,5,3,
43,0,0,4,4,4,4,3,
44,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,3,
46,2,2,2,2,2,2,3,
47,2,2,2,2,2,2,3,
48,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,3,
51,2,2,2,2,4,4,3,
52,1,1,1,1,6,6,0,
53,2,2,2,2,2,2,3,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.12607628518361907,0.12629609949786821,0.13612200809220448,0.137001135322862,0.12527838917085002,0.12548646244985834,0.15690250368548125,
NMI,0.53731135805179486,0.63872492118591595,0.74631659660959182,0.74295351695899048,0.67223662044794996,0.67182772558793746,1.0,
Silhoutte,0.25699816,0.26715767,0.314167,0.34893731,0.33345367,0.34311309,0.2681718,
