,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,1,1,6,5,6,6,6,6,6,3,0
1,2,2,2,2,2,6,8,8,8,8,8,1,1
2,2,2,2,2,2,2,2,2,2,2,2,1,2
3,2,2,2,2,2,2,2,2,2,2,2,1,2
4,0,3,1,1,6,7,6,6,6,6,6,3,0
5,0,0,3,5,0,6,8,8,8,8,8,0,3
6,1,1,3,5,6,6,8,8,8,8,8,0,1
7,0,0,3,5,6,7,7,7,7,7,7,2,3
8,0,0,4,5,6,7,7,7,7,7,7,2,3
9,2,2,2,2,2,2,2,2,2,2,2,1,2
10,2,2,2,2,2,2,2,2,2,2,2,1,2
11,0,0,3,5,6,7,7,9,9,9,9,3,3
12,0,0,3,5,6,6,8,8,8,8,8,0,1
13,2,2,2,2,2,2,2,2,9,9,9,1,3
14,1,1,1,1,1,1,1,1,1,1,1,0,4
15,1,1,1,1,1,1,1,1,1,1,1,0,4
16,2,0,0,5,5,5,5,5,5,5,5,2,5
17,1,1,1,1,1,1,1,1,1,1,1,0,4
18,1,1,1,1,1,1,1,1,1,1,1,0,4
19,1,1,1,1,1,1,1,1,10,10,10,0,3
20,1,1,1,1,1,1,1,1,1,1,1,0,4
21,1,1,1,1,1,1,1,1,1,1,1,0,4
22,1,1,1,1,1,1,1,1,1,1,1,0,4
23,2,2,2,2,2,2,2,2,2,2,2,1,2
24,0,0,0,0,0,0,0,0,0,0,3,3,3
25,0,0,0,5,5,6,7,7,10,11,11,2,5
26,1,1,1,1,1,1,1,1,1,1,1,0,4
27,0,0,0,0,0,0,5,9,10,10,10,0,3
28,1,3,3,3,3,3,3,3,3,3,12,2,6
29,1,3,4,3,4,4,4,4,4,3,12,2,6
30,2,2,2,2,2,2,2,2,2,2,2,1,2
31,2,2,2,2,2,2,2,2,2,2,2,1,3
32,2,2,2,2,2,2,2,2,2,2,2,1,2
33,2,2,2,2,2,2,2,2,2,2,2,1,2
34,2,2,2,2,2,2,2,2,2,3,12,1,3
35,0,1,1,1,6,5,6,6,6,6,6,3,0
36,1,2,4,4,4,7,7,7,7,7,7,2,3
37,1,1,4,4,4,4,4,4,4,4,4,2,7
38,1,3,4,4,0,0,0,5,5,5,12,2,5
39,2,3,4,5,5,5,5,5,5,5,5,2,5
40,1,3,3,3,3,3,3,3,3,3,3,2,5
41,0,0,3,3,3,3,3,3,3,3,3,2,5
42,1,3,3,3,3,3,3,3,3,3,3,2,5
43,1,3,3,3,3,3,3,3,3,3,3,2,5
44,1,3,4,4,4,4,4,4,4,4,12,2,6
45,2,3,3,5,5,5,5,5,5,5,5,2,5
46,1,3,4,4,5,4,4,4,4,4,4,2,7
47,1,1,4,4,4,4,4,4,4,4,4,2,7
48,1,3,4,4,4,4,4,4,4,4,12,2,6
49,1,1,4,4,4,4,4,4,4,4,4,2,6
50,0,3,3,3,3,3,3,3,3,11,11,2,5
51,1,3,4,4,5,7,7,7,5,11,11,2,5
52,0,0,0,0,6,7,7,9,9,9,9,3,3
53,1,3,4,4,4,4,4,4,4,4,12,2,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.16879939591542373,0.2118759661208266,0.23422900639222627,0.24557600466847299,0.2525690966495167,0.24123188647894048,0.2526746274883117,0.2550461402023548,0.24496058501425746,0.24075632266982172,0.2290941771596474,0.2928297223094825,0.2260518808882631
NMI,0.47856612016668804,0.5214693230116807,0.61972073533275207,0.64481854119807502,0.66765437985384513,0.61198529685918712,0.67134236935846014,0.72655135070029353,0.68930707440197525,0.66658987415753979,0.63413517919062412,1.0,0.59470717157345199
