,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,3,3,3,3,3,8,8,8,8,8,0,0
1,0,0,0,0,6,6,8,6,6,6,6,1,1
2,1,1,1,1,1,1,1,1,1,1,1,0,2
3,1,3,3,5,6,6,6,6,6,11,3,2,3
4,1,1,4,3,3,3,8,8,8,8,8,0,0
5,1,1,1,1,1,1,1,1,1,1,1,0,2
6,0,0,0,0,6,6,8,6,6,6,6,1,1
7,1,1,1,1,1,1,1,1,1,1,1,0,2
8,0,0,4,4,4,4,4,4,10,10,4,2,4
9,1,1,1,1,1,1,1,1,1,1,1,0,3
10,1,1,1,1,1,4,4,4,4,4,11,0,5
11,0,3,4,4,4,4,4,4,4,4,11,3,5
12,1,1,1,1,1,1,1,1,1,1,1,0,2
13,1,3,3,5,6,6,1,6,6,11,3,2,3
14,2,3,3,5,5,5,5,5,5,5,5,2,6
15,1,1,1,1,1,1,1,1,1,1,1,0,2
16,1,1,1,1,1,1,1,1,1,1,1,0,2
17,1,1,1,1,1,1,1,1,1,1,1,0,2
18,1,1,1,1,1,1,1,1,1,1,1,0,2
19,1,1,1,1,1,1,1,1,1,1,1,0,2
20,1,1,1,1,1,1,1,1,1,1,1,0,2
21,1,1,1,1,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,1,1,1,1,0,2
23,1,3,3,5,5,5,5,5,5,11,3,2,6
24,2,3,3,5,5,5,5,5,5,5,5,2,6
25,0,0,0,5,5,5,5,5,5,5,5,2,6
26,1,3,3,3,3,3,4,4,3,3,10,2,3
27,2,2,2,2,2,2,2,2,2,2,2,3,7
28,2,2,2,2,2,2,2,2,2,2,2,3,7
29,2,2,2,2,2,2,2,2,2,2,2,3,7
30,2,2,2,2,2,2,2,2,2,2,2,3,7
31,2,2,2,2,2,2,2,2,2,2,2,3,8
32,2,2,2,2,2,2,2,2,2,2,2,3,7
33,2,2,4,2,2,7,7,2,2,2,2,3,8
34,2,2,2,2,2,2,2,2,2,2,2,3,8
35,2,1,1,1,1,1,8,8,8,8,8,0,7
36,0,0,0,4,4,7,7,7,7,7,7,3,4
37,0,0,0,0,0,7,7,7,7,7,7,3,4
38,0,0,0,0,0,0,0,0,0,0,12,3,4
39,2,2,2,4,4,7,7,7,7,7,12,3,4
40,0,0,0,5,6,6,6,9,9,9,9,1,4
41,0,0,0,5,6,6,6,9,9,9,9,1,4
42,0,0,0,5,6,6,6,9,9,9,9,1,4
43,0,3,3,3,3,3,3,3,3,3,10,2,3
44,2,2,2,2,2,2,2,2,2,2,2,3,7
45,2,2,2,2,2,2,2,2,2,2,2,3,7
46,2,3,4,4,4,4,4,4,4,4,11,3,5
47,2,2,2,4,4,7,7,7,7,7,7,3,4
48,2,2,2,2,2,2,2,2,7,2,2,3,7
49,2,2,2,2,2,2,2,2,2,2,2,3,7
50,0,3,3,3,3,3,3,3,3,3,10,2,3
51,0,0,4,3,3,3,3,3,10,10,4,2,4
52,0,0,0,0,0,0,0,0,0,0,0,3,4
53,2,2,4,3,3,3,3,3,3,10,4,3,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.18010833514913488,0.17379960746724152,0.16479811124323887,0.1765901833888854,0.1746150721007863,0.16326022789719283,0.16161938754220437,0.17209072905247325,0.17111096434102946,0.1753012332639737,0.1737757591084314,0.22153888853640896,0.15491144849080132
NMI,0.50538402710810193,0.66563434879573358,0.64839332689329321,0.63041318972724214,0.67262503727752732,0.63521324243712884,0.59922644593636154,0.66101884817945022,0.68615521737577689,0.7130987048967683,0.70655377310128376,1.0,0.55762082742807184
