,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,1,1,1,1,1,1,1,1,1,0,
1,0,0,0,0,0,7,7,7,7,7,7,1,
2,2,3,3,5,5,5,5,5,5,5,5,1,
3,2,3,3,3,3,3,3,3,3,11,11,1,
4,1,1,1,1,1,0,0,0,8,10,12,0,
5,1,1,1,1,1,1,1,1,1,1,1,0,
6,0,0,0,0,0,6,7,7,7,7,7,1,
7,0,3,4,4,4,4,4,4,4,3,3,3,
8,0,3,3,3,3,6,6,6,6,6,6,2,
9,1,1,1,1,1,1,1,1,1,1,1,0,
10,2,3,3,3,6,3,3,3,3,11,11,1,
11,1,1,1,1,1,1,1,1,1,1,1,0,
12,2,3,3,3,3,3,3,3,3,11,11,1,
13,1,1,1,1,1,1,1,1,1,1,1,0,
14,0,0,2,2,6,7,8,8,8,8,8,3,
15,0,0,4,4,6,7,7,9,9,4,4,3,
16,0,0,4,4,4,4,4,4,4,9,3,3,
17,0,1,2,2,6,7,8,8,8,8,8,3,
18,1,1,1,1,1,1,1,1,1,1,1,0,
19,0,0,0,3,3,6,6,6,6,6,6,2,
20,2,3,2,5,5,5,5,5,5,5,5,1,
21,1,1,1,1,1,1,1,1,1,1,1,0,
22,2,3,2,5,5,5,5,5,5,5,5,1,
23,0,2,4,4,4,4,4,4,4,3,3,3,
24,0,2,4,4,4,4,4,4,4,3,3,3,
25,2,3,3,3,3,3,3,3,3,11,11,1,
26,0,3,3,4,6,7,7,9,9,4,4,3,
27,0,3,3,3,3,6,6,6,6,6,6,2,
28,1,1,3,1,1,1,1,1,1,1,1,0,
29,0,2,2,2,3,6,6,6,6,6,6,2,
30,2,3,3,3,3,3,3,3,3,11,11,1,
31,2,3,3,5,5,5,5,5,5,5,5,1,
32,2,3,3,5,5,5,5,5,5,5,5,1,
33,0,3,4,3,4,4,4,3,4,11,11,3,
34,2,2,2,2,2,2,2,2,2,2,2,2,
35,1,1,1,1,1,1,1,1,1,1,1,0,
36,1,1,1,1,1,1,1,1,1,1,1,0,
37,0,0,0,0,0,0,0,0,9,10,10,0,
38,0,0,0,0,0,0,0,0,0,10,10,2,
39,2,2,2,2,2,2,2,7,2,9,9,2,
40,2,2,2,2,2,2,2,2,2,2,2,2,
41,0,0,4,0,0,0,0,0,0,0,0,2,
42,2,2,2,2,2,2,2,2,2,2,2,2,
43,2,0,2,2,2,2,2,2,2,2,2,2,
44,2,2,2,2,2,2,2,2,2,2,2,2,
45,0,3,3,0,6,7,7,9,9,4,4,3,
46,2,2,4,4,6,7,4,4,9,3,3,3,
47,0,0,2,2,2,0,0,7,0,0,9,2,
48,0,0,0,0,0,0,0,3,10,9,12,2,
49,2,2,4,2,4,4,4,4,4,3,3,2,
50,2,2,2,2,2,2,2,2,2,2,2,2,
51,0,0,0,0,0,0,8,0,8,8,8,3,
52,1,1,1,1,1,1,1,1,1,1,1,0,
53,2,2,4,4,4,4,7,9,9,6,6,2,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.14236771723527614,0.16802298054801915,0.1638867616207825,0.19178828182029023,0.19381493288202936,0.187011314324341,0.18501597941391704,0.18164212075576142,0.18348065195208363,0.17679712120622987,0.18078798858598946,0.22099754523136114,
NMI,0.51253688289380195,0.45591148829843514,0.4322079740905399,0.55861648512004913,0.60158271501045746,0.64065848501445832,0.66450140146012393,0.59040581869373021,0.67334583900953959,0.67060307911529304,0.67633670619045838,1.0,
Silhoutte,0.04792018,0.08879537,0.09285481,0.15564107,0.18130661,0.206691,0.2182935,0.23230458,0.23470893,0.23919686,0.24299149,0.10879846,
