,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,0,0
1,1,1,1,1,1,1,11,1
2,2,2,2,5,5,5,0,0
3,1,1,1,1,6,6,11,2
4,1,2,2,5,5,5,0,0
5,2,2,2,5,5,5,0,0
6,0,3,4,4,4,4,13,3
7,2,3,4,4,4,4,13,3
8,2,3,4,4,4,4,11,3
9,0,0,0,0,6,7,1,3
10,2,3,3,3,3,3,0,4
11,2,3,3,3,3,3,0,4
12,2,3,3,3,3,3,0,4
13,0,3,3,3,6,6,0,2
14,2,2,2,2,2,2,1,5
15,2,2,2,2,2,2,1,5
16,2,3,4,5,6,7,1,3
17,2,2,2,2,2,2,1,5
18,2,2,2,2,2,2,1,5
19,2,2,2,2,2,2,1,5
20,2,2,2,2,2,2,1,5
21,1,3,4,4,4,4,13,2
22,99,99,99,99,99,99,99,99
23,1,1,1,1,6,6,11,2
24,1,1,1,1,1,1,11,1
25,99,99,99,99,99,99,99,99
26,0,2,4,4,4,7,13,3
27,1,1,1,1,1,1,11,1
28,1,1,1,1,1,1,11,1
29,1,1,1,1,1,1,11,1
30,1,1,3,1,6,6,11,2
31,2,3,3,3,3,3,0,2
32,1,1,1,1,1,6,11,2
33,1,1,1,1,1,1,11,1
34,99,99,99,99,99,99,99,99
35,2,2,2,5,5,5,0,0
36,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99
38,0,3,4,4,5,7,11,3
39,1,1,1,1,1,1,11,2
40,1,1,1,1,1,1,11,1
41,1,1,1,1,1,1,11,1
42,99,99,99,99,99,99,99,99
43,1,1,1,1,5,5,11,2
44,1,1,1,1,1,4,11,2
45,1,1,1,1,1,1,11,2
46,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99
49,1,1,1,1,1,6,11,2
50,99,99,99,99,99,99,99,99
51,1,1,1,1,1,1,11,1
52,2,3,3,3,3,3,0,4
53,1,1,1,1,1,7,11,2
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.10764456720195655,0.14789362848241747,0.14980392781629612,0.15683785359918997,0.14383360914061563,0.1350646412887624,0.168311169996318,0.1347494040996195
NMI,0.43269639134172416,0.54542627340939143,0.64312182490016989,0.78616604690472724,0.64961007722197894,0.59427631886583876,1.0,0.58796359830905076
