,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,4,4,4,4,8,8,8,8,2,0
1,0,0,0,5,6,6,6,6,6,6,0,1
2,2,1,1,1,1,1,1,8,8,1,2,2
3,1,1,1,1,1,3,3,3,1,1,4,3
4,0,0,4,4,4,4,8,8,8,8,2,0
5,1,3,3,3,3,3,3,3,3,3,5,3
6,0,0,0,5,6,6,6,6,6,6,0,1
7,1,3,3,5,6,6,6,6,6,6,0,3
8,1,3,3,3,3,3,3,3,10,10,5,4
9,1,1,1,1,5,5,5,1,1,1,2,5
10,2,1,1,1,1,1,1,1,1,1,2,5
11,1,3,3,3,3,3,3,3,3,3,5,3
12,2,2,4,4,4,4,8,9,2,11,1,6
13,1,3,3,3,3,3,3,3,10,10,4,3
14,1,1,1,1,1,1,1,1,1,1,2,3
15,2,2,2,2,2,2,2,2,9,2,1,6
16,2,2,2,2,2,2,8,9,2,11,1,6
17,2,2,2,2,2,2,2,9,2,2,1,6
18,2,2,2,2,2,2,2,2,9,2,1,6
19,2,2,2,2,2,2,2,9,2,11,1,6
20,2,2,2,2,2,2,2,2,9,9,1,6
21,2,2,2,5,6,2,2,2,0,2,1,1
22,2,2,2,2,2,2,2,2,9,9,1,6
23,2,1,1,1,1,1,1,1,1,1,2,2
24,1,1,1,1,1,1,1,1,1,1,2,2
25,1,1,1,1,1,1,1,1,1,1,4,3
26,0,0,4,4,4,4,4,4,4,4,4,7
27,1,3,3,3,3,3,3,3,3,3,5,3
28,1,3,3,3,3,3,3,3,3,3,5,3
29,1,3,3,3,3,3,3,3,3,3,5,3
30,2,1,1,5,5,5,5,5,5,5,2,5
31,2,3,3,5,5,5,5,5,5,5,2,5
32,0,1,1,5,5,5,5,5,9,9,1,5
33,0,1,1,5,5,5,5,5,5,5,2,5
34,0,0,0,0,0,0,0,0,0,0,2,1
35,2,1,1,1,1,1,1,1,1,1,2,2
36,0,3,3,3,3,3,3,3,10,10,5,4
37,1,3,3,3,1,1,1,1,1,1,2,4
38,0,2,2,2,2,7,8,9,8,0,2,4
39,1,3,3,3,3,3,3,3,3,3,5,4
40,0,0,0,0,0,7,7,7,7,7,3,8
41,1,0,0,0,0,7,7,7,7,7,3,8
42,1,0,0,0,3,7,7,7,7,7,3,8
43,1,1,4,4,4,4,4,4,4,4,4,7
44,1,3,3,3,3,3,3,3,3,3,5,3
45,0,0,4,4,4,4,4,4,4,4,4,7
46,1,1,1,1,1,1,1,1,1,1,2,2
47,1,3,3,3,3,3,3,3,3,3,5,4
48,1,3,3,3,3,3,3,3,3,3,5,3
49,1,3,3,3,3,3,3,3,3,3,5,3
50,1,1,1,1,1,1,1,1,1,1,2,2
51,1,1,1,1,1,1,1,1,1,1,2,2
52,1,1,1,1,1,1,1,1,1,1,2,2
53,2,1,1,1,1,1,1,1,1,3,2,2
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.04263670947039527,0.1139925509123002,0.11319387674465131,0.1151885530701768,0.10691613350592793,0.11830039135223103,0.11885388146768971,0.11204458020083516,0.10497407755361497,0.10342104708505952,0.13711975136608795,0.10657372861298851
NMI,0.29629849824459931,0.5507521087731857,0.56380051784036656,0.59217888661290508,0.62245857888753853,0.70316831486886333,0.73963210862175399,0.73492830432047185,0.75878364848804536,0.73227209196054555,1.0,0.63009320126049362
