,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,0,0,4,4,4,4,4,4,4
1,0,0,0,5,5,5,5,5,5
2,2,3,3,3,3,3,3,3,3
3,2,2,4,2,3,2,6,6,6
4,0,0,4,4,4,4,4,4,4
5,2,2,4,4,2,2,6,6,6
6,2,2,4,4,2,2,6,6,6
7,2,2,4,4,2,2,6,6,6
8,0,3,3,5,5,7,7,7,7
9,0,3,3,3,3,7,7,7,7
10,2,2,4,4,2,2,6,6,6
11,2,2,4,4,2,2,6,6,6
12,2,2,4,4,2,2,6,6,6
13,2,2,4,2,2,7,7,8,8
14,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,1
23,2,2,2,2,6,6,2,2,2
24,2,2,4,4,2,2,6,6,6
25,1,1,1,1,1,1,1,1,1
26,0,0,0,5,5,0,8,8,8
27,2,2,2,2,6,6,6,6,6
28,2,2,2,2,6,6,2,2,2
29,1,1,2,2,6,6,2,2,2
30,2,3,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3,3
32,0,3,3,3,3,3,3,3,3
33,2,3,3,3,3,3,3,3,3
34,1,2,2,2,6,6,2,2,2
35,0,0,4,4,4,4,4,4,4
36,0,3,3,5,5,7,7,7,7
37,2,0,0,0,0,7,7,8,8
38,1,1,2,2,6,6,2,2,2
39,0,0,0,0,0,7,7,9,9
40,1,1,4,5,5,5,5,5,5
41,2,0,0,5,5,5,5,5,5
42,2,0,4,5,5,5,5,5,5
43,1,1,0,5,5,5,5,5,5
44,1,1,2,2,6,6,2,2,2
45,1,3,0,0,0,0,7,7,7
46,1,1,2,2,6,6,2,9,9
47,1,1,4,5,5,7,7,7,7
48,0,0,1,1,6,6,4,4,4
49,1,1,2,2,6,6,2,2,2
50,1,1,2,2,6,6,2,2,2
51,1,1,2,2,6,6,8,8,8
52,0,2,4,4,4,4,8,9,9
53,1,3,3,4,6,7,7,9,9
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
