,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,3,1,1,6,5,6,6,6,6,6,3,
1,2,2,2,2,2,6,8,8,8,8,8,1,
2,2,2,2,2,2,2,2,2,2,2,2,1,
3,2,2,2,2,2,2,2,2,2,2,2,1,
4,0,3,1,1,6,7,6,6,6,6,6,3,
5,0,0,3,5,0,6,8,8,8,8,8,0,
6,1,1,3,5,6,6,8,8,8,8,8,0,
7,0,0,3,5,6,7,7,7,7,7,7,2,
8,0,0,4,5,6,7,7,7,7,7,7,2,
9,2,2,2,2,2,2,2,2,2,2,2,1,
10,2,2,2,2,2,2,2,2,2,2,2,1,
11,0,0,3,5,6,7,7,9,9,9,9,3,
12,0,0,3,5,6,6,8,8,8,8,8,0,
13,2,2,2,2,2,2,2,2,9,9,9,1,
14,1,1,1,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,1,1,1,0,
16,2,0,0,5,5,5,5,5,5,5,5,2,
17,1,1,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,10,10,10,0,
20,1,1,1,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,1,1,1,0,
23,2,2,2,2,2,2,2,2,2,2,2,1,
24,0,0,0,0,0,0,0,0,0,0,3,3,
25,0,0,0,5,5,6,7,7,10,11,11,2,
26,1,1,1,1,1,1,1,1,1,1,1,0,
27,0,0,0,0,0,0,5,9,10,10,10,0,
28,1,3,3,3,3,3,3,3,3,3,12,2,
29,1,3,4,3,4,4,4,4,4,3,12,2,
30,2,2,2,2,2,2,2,2,2,2,2,1,
31,2,2,2,2,2,2,2,2,2,2,2,1,
32,2,2,2,2,2,2,2,2,2,2,2,1,
33,2,2,2,2,2,2,2,2,2,2,2,1,
34,2,2,2,2,2,2,2,2,2,3,12,1,
35,0,1,1,1,6,5,6,6,6,6,6,3,
36,1,2,4,4,4,7,7,7,7,7,7,2,
37,1,1,4,4,4,4,4,4,4,4,4,2,
38,1,3,4,4,0,0,0,5,5,5,12,2,
39,2,3,4,5,5,5,5,5,5,5,5,2,
40,1,3,3,3,3,3,3,3,3,3,3,2,
41,0,0,3,3,3,3,3,3,3,3,3,2,
42,1,3,3,3,3,3,3,3,3,3,3,2,
43,1,3,3,3,3,3,3,3,3,3,3,2,
44,1,3,4,4,4,4,4,4,4,4,12,2,
45,2,3,3,5,5,5,5,5,5,5,5,2,
46,1,3,4,4,5,4,4,4,4,4,4,2,
47,1,1,4,4,4,4,4,4,4,4,4,2,
48,1,3,4,4,4,4,4,4,4,4,12,2,
49,1,1,4,4,4,4,4,4,4,4,4,2,
50,0,3,3,3,3,3,3,3,3,11,11,2,
51,1,3,4,4,5,7,7,7,5,11,11,2,
52,0,0,0,0,6,7,7,9,9,9,9,3,
53,1,3,4,4,4,4,4,4,4,4,12,2,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.16879939591542373,0.2118759661208266,0.23422900639222627,0.24557600466847299,0.2525690966495167,0.24123188647894048,0.2526746274883117,0.2550461402023548,0.24496058501425746,0.24075632266982172,0.2290941771596474,0.2928297223094825,
NMI,0.47856612016668804,0.5214693230116807,0.61972073533275207,0.64481854119807502,0.66765437985384513,0.61198529685918712,0.67134236935846014,0.72655135070029353,0.68930707440197525,0.66658987415753979,0.63413517919062412,1.0,
Silhoutte,0.00405525,0.0643748,0.09446341,0.1214855,0.17201079,0.17423998,0.22535089,0.25410045,0.27655532,0.31008219,0.31129255,0.11945778,
