,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,3,3,5,5,5,5,5,2,0
1,0,0,0,0,0,0,3,6,2,0
2,1,1,1,1,1,1,1,1,0,1
3,0,3,3,3,3,3,3,3,1,2
4,0,0,3,5,5,5,5,5,2,0
5,1,1,1,1,1,1,1,1,0,1
6,1,1,1,1,1,1,1,1,0,1
7,1,1,1,1,1,1,1,1,0,1
8,1,1,1,1,1,1,1,1,0,1
9,0,3,3,3,3,3,3,3,1,2
10,1,1,1,1,1,1,1,1,0,1
11,2,2,2,2,2,2,2,2,3,3
12,1,1,1,1,1,1,1,1,0,1
13,1,1,1,1,1,1,1,1,0,1
14,1,1,1,1,1,1,1,1,0,1
15,1,1,1,1,1,1,1,1,0,1
16,1,1,1,1,1,1,1,1,0,1
17,1,1,1,1,1,1,1,1,0,1
18,1,1,1,1,1,1,1,1,0,1
19,1,1,1,1,1,1,1,1,0,1
20,1,1,1,1,1,1,1,1,0,1
21,1,1,1,1,1,1,1,1,0,1
22,1,1,1,1,1,1,1,1,0,1
23,0,3,3,3,3,3,3,3,1,2
24,2,2,2,2,2,2,2,2,3,3
25,2,2,2,2,2,2,2,9,3,4
26,1,1,1,1,1,1,1,1,0,1
27,1,1,1,1,1,1,1,1,0,1
28,2,2,2,2,2,6,8,8,3,4
29,2,2,2,2,2,2,2,2,3,3
30,0,3,3,3,6,6,8,8,3,4
31,0,0,0,0,6,6,6,6,2,0
32,0,0,4,4,6,6,6,6,2,0
33,2,2,2,2,2,2,2,2,3,3
34,2,2,2,2,2,2,2,2,3,5
35,0,3,3,5,5,5,5,5,2,0
36,2,2,4,4,6,7,7,7,3,5
37,2,2,2,2,2,2,2,2,3,5
38,2,2,2,2,2,2,2,2,3,5
39,2,2,2,2,2,2,2,2,3,3
40,1,3,4,4,4,4,4,4,3,6
41,1,3,4,4,4,4,4,4,3,6
42,1,3,4,4,4,4,4,4,3,6
43,0,0,4,4,4,4,4,4,3,6
44,2,2,2,2,2,2,2,2,3,3
45,2,2,2,2,2,2,2,2,3,3
46,2,2,2,2,2,2,2,2,3,3
47,0,0,4,4,6,7,7,7,3,5
48,2,2,2,2,2,2,2,2,3,3
49,2,2,2,2,2,2,2,2,3,3
50,2,2,2,2,2,2,2,2,3,3
51,2,2,2,2,2,2,2,2,3,3
52,2,2,2,2,2,2,2,2,3,4
53,2,2,2,2,2,2,2,2,3,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.22772387759122692,0.2395538513701498,0.24179393599438964,0.24404257783261232,0.24570884087159284,0.24337710579500488,0.2426650945279829,0.2384532627444179,0.2604327323413105,0.2195746834875479
NMI,0.66700363265136553,0.73131428568766566,0.75349420622380137,0.79927850465741701,0.80618294678814817,0.79097539437210773,0.79576711035306791,0.8075225802061814,1.0,0.80821037975304921
