,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,4,4,4,4,4,0,0
1,0,0,0,0,6,7,6,2,0
2,0,0,4,4,4,4,4,0,0
3,2,3,3,3,3,3,3,2,1
4,1,1,4,4,4,4,4,0,0
5,2,2,2,2,2,2,2,1,2
6,2,2,2,2,6,7,6,1,0
7,2,2,2,5,5,6,8,2,1
8,0,0,0,5,5,5,5,3,0
9,2,3,3,3,3,3,3,2,1
10,2,3,3,3,3,3,3,2,1
11,2,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,1,3
13,2,3,3,3,2,2,2,2,1
14,2,2,3,3,3,6,8,2,1
15,2,2,2,2,2,2,2,1,3
16,2,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,2,1,3
18,2,2,2,2,2,2,2,1,3
19,2,2,2,2,2,2,2,1,3
20,2,2,2,2,2,2,2,1,3
21,2,2,2,2,2,2,2,1,3
22,2,2,2,2,2,2,2,1,3
23,2,3,3,3,6,6,8,2,1
24,1,1,1,1,6,6,8,2,1
25,1,3,3,3,1,6,8,2,1
26,2,2,2,2,2,2,2,1,1
27,1,1,1,1,1,1,1,3,4
28,1,1,1,1,1,1,1,3,2
29,1,1,1,1,1,1,1,3,2
30,0,3,3,3,3,3,3,2,5
31,0,3,3,3,3,3,3,2,5
32,0,3,3,3,3,3,3,2,5
33,1,3,3,3,1,3,3,2,1
34,1,1,1,1,1,1,1,3,4
35,0,0,4,4,4,4,4,0,0
36,0,0,0,5,5,5,5,3,0
37,1,1,1,1,1,1,1,3,1
38,1,1,1,1,1,1,1,3,4
39,1,1,1,1,1,1,1,3,4
40,1,1,4,1,1,7,7,3,6
41,2,0,4,5,5,7,7,3,6
42,2,2,4,5,5,7,7,3,6
43,1,1,1,1,1,1,1,3,4
44,1,1,1,1,1,1,1,3,4
45,1,1,1,1,1,1,1,3,1
46,1,1,1,1,1,1,1,3,2
47,1,1,1,1,1,1,1,3,4
48,1,1,1,1,1,1,1,3,2
49,1,1,1,1,1,1,1,3,2
50,1,1,1,1,1,1,1,3,4
51,1,1,1,1,1,1,1,3,1
52,1,1,1,1,1,6,8,0,1
53,1,1,1,1,1,1,1,3,4
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.09307982842164733,0.10157384286667337,0.11933015099306128,0.12117628121821368,0.11380336319958688,0.11212975694370197,0.11266710268102208,0.13306977864919597,0.07240364390365998
NMI,0.3717342424728961,0.56332378230497193,0.65915954943510102,0.73085171690073381,0.6265973249550566,0.69226682848041177,0.72123229856979254,1.0,0.45767614153021779
