,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,3,4,3,3,3,3,3,0,0
1,1,1,1,1,1,7,7,7,1,0
2,0,3,3,3,3,3,3,3,0,1
3,2,3,2,2,2,2,2,2,1,3
4,0,3,3,3,3,3,3,3,0,0
5,2,3,3,3,3,3,2,2,1,1
6,0,0,0,0,6,7,7,7,1,0
7,1,3,3,5,5,5,5,5,3,2
8,1,3,3,5,5,5,5,5,3,2
9,2,3,4,4,4,4,4,4,2,2
10,2,3,3,3,3,3,3,2,1,1
11,2,2,2,2,2,2,2,2,1,1
12,2,3,3,2,2,2,2,2,1,1
13,2,3,4,5,6,6,6,9,1,1
14,2,2,2,2,6,6,6,6,1,1
15,2,2,2,2,2,2,2,6,1,1
16,2,2,2,2,2,2,2,2,1,1
17,2,2,2,2,2,2,2,2,1,1
18,2,2,2,2,2,2,2,2,1,1
19,2,2,2,2,2,2,2,2,1,1
20,2,2,2,2,2,2,2,2,1,1
21,2,2,2,2,2,2,2,2,1,1
22,2,2,2,2,2,2,2,6,1,1
23,0,3,3,5,5,6,6,9,3,0
24,1,1,1,1,1,1,1,1,4,3
25,1,1,1,1,1,1,1,1,4,3
26,2,2,4,4,6,6,6,7,1,1
27,1,1,1,1,1,1,1,1,4,3
28,1,1,1,1,1,1,1,1,2,3
29,1,1,1,1,1,1,1,1,4,3
30,1,3,4,4,4,4,4,4,2,2
31,1,1,4,4,4,4,4,4,2,2
32,1,1,4,4,4,4,4,4,2,2
33,1,1,4,4,4,4,4,4,2,2
34,1,1,1,1,1,1,1,1,4,4
35,0,3,3,3,3,3,3,3,0,0
36,1,1,1,5,5,5,5,5,3,2
37,1,1,1,5,5,5,5,5,3,2
38,2,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,1,4,3
40,2,1,1,1,1,1,8,8,4,4
41,2,3,3,1,1,1,8,8,4,4
42,1,1,1,1,1,1,1,1,4,3
43,1,1,1,1,1,1,1,1,4,3
44,1,1,1,1,1,1,1,1,4,3
45,1,1,1,1,1,1,1,1,4,4
46,1,1,1,1,1,1,1,1,4,3
47,1,1,1,1,1,1,1,1,4,3
48,1,1,1,1,1,1,1,1,4,3
49,1,1,1,1,1,1,1,1,4,3
50,1,1,1,1,1,1,1,1,4,3
51,1,1,1,1,1,1,1,1,4,3
52,1,1,1,1,1,1,1,1,4,3
53,1,1,1,1,1,1,1,1,4,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.07397095713529607,0.0944192120107243,0.090134325291704,0.10060401128013738,0.10073972513979154,0.10331246598720677,0.09521587719003598,0.08808945500876858,0.1137952977847912,0.08379163518622464
NMI,0.42614993449890715,0.4582639001354229,0.53701789846929116,0.73871574372930471,0.79199764365458081,0.79128463533410576,0.78292481344971843,0.8023437072557319,1.0,0.66185323655502792
