,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,2,2,4,5,5,4,4,4
1,2,2,4,4,4,7,7,7
2,2,2,2,5,5,4,4,4
3,2,3,2,3,6,6,6,6
4,2,2,2,5,5,4,4,4
5,2,2,4,5,5,7,7,7
6,0,0,3,4,5,7,7,7
7,0,0,4,2,2,2,8,8
8,0,0,3,5,5,4,8,8
9,2,3,2,3,6,6,6,6
10,0,3,2,3,4,7,7,7
11,2,2,2,5,5,4,4,9
12,0,0,4,4,4,7,7,7
13,2,3,2,3,6,6,6,6
14,2,2,4,2,6,2,2,2
15,2,2,4,2,2,2,2,2
16,0,1,1,4,2,5,5,5
17,2,2,4,2,2,2,2,2
18,2,2,4,2,2,2,2,2
19,2,2,4,2,2,2,2,2
20,2,2,4,2,2,2,2,2
21,1,1,3,4,4,7,7,7
22,99,99,99,99,99,99,99,99
23,2,3,2,3,6,6,6,6
24,0,3,2,3,6,6,6,6
25,1,3,3,3,1,6,6,6
26,2,2,4,2,2,2,2,2
27,99,99,99,99,99,99,99,99
28,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1
30,1,3,3,4,3,3,3,3
31,0,3,3,4,3,3,3,3
32,0,3,3,4,3,3,3,3
33,0,3,3,4,3,3,3,3
34,1,1,1,1,1,1,1,1
35,2,2,2,5,5,4,4,4
36,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99
38,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1
42,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1
45,99,99,99,99,99,99,99,99
46,0,0,0,4,4,5,5,5
47,99,99,99,99,99,99,99,99
48,0,1,1,4,4,5,5,5
49,2,2,4,5,5,4,4,9
50,1,1,1,1,1,1,1,1
51,1,1,1,1,1,1,1,1
52,0,0,0,0,0,0,8,9
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
