,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,1,2,5,5,5,5,5,5,5,0,0
1,0,0,0,2,2,2,8,8,8,8,0,1
2,0,3,3,3,3,3,3,3,3,3,2,2
3,2,3,3,3,3,3,3,3,3,3,2,2
4,0,0,2,5,5,5,5,5,5,5,0,0
5,2,2,4,4,4,4,4,2,2,2,1,3
6,0,0,2,2,2,2,8,8,8,8,0,1
7,0,0,2,2,2,2,8,8,8,8,0,1
8,0,0,1,1,2,2,8,0,10,10,4,4
9,0,3,3,3,3,3,3,3,3,3,2,2
10,2,2,2,5,5,5,3,2,2,2,1,2
11,2,2,2,4,4,4,4,2,2,2,1,5
12,2,2,2,4,4,4,4,2,2,2,1,2
13,2,2,4,3,3,3,3,3,3,3,1,2
14,0,0,1,1,2,7,7,7,7,7,3,6
15,2,2,4,4,4,4,4,4,4,4,1,3
16,1,1,1,1,1,1,1,1,1,1,4,5
17,2,2,4,4,4,4,4,4,4,4,1,3
18,2,2,4,4,4,4,4,4,4,4,1,3
19,2,2,4,4,4,4,4,4,2,2,1,3
20,2,2,4,4,4,4,4,4,4,4,1,3
21,2,2,4,4,4,4,4,2,2,2,1,3
22,2,2,4,4,4,4,4,4,4,4,1,3
23,0,3,3,3,3,3,3,3,3,3,2,2
24,2,2,2,2,2,7,7,7,7,7,3,6
25,0,0,0,0,2,7,7,7,7,7,3,6
26,0,0,4,5,5,5,2,4,4,11,1,6
27,1,1,1,1,1,1,1,1,1,1,1,5
28,1,1,1,1,1,1,1,1,2,2,1,5
29,1,1,1,1,1,1,1,1,1,1,4,5
30,0,3,3,3,3,3,3,3,3,3,2,2
31,1,3,3,3,3,3,2,9,9,9,2,7
32,0,3,3,3,3,3,2,9,9,9,2,7
33,1,1,2,2,6,6,2,9,9,9,2,7
34,1,1,1,1,1,1,1,1,1,11,4,6
35,0,0,0,5,5,5,5,5,5,5,0,0
36,1,1,1,1,1,1,1,1,10,10,4,4
37,0,3,3,3,6,6,8,8,8,8,4,6
38,1,1,1,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,1,1,1,4,4
40,2,2,2,2,6,6,6,6,6,6,3,4
41,2,2,2,2,6,6,6,6,6,6,3,6
42,2,2,2,2,6,6,6,6,6,6,3,4
43,1,1,2,2,6,6,6,6,6,6,3,4
44,1,1,2,1,6,6,6,6,6,6,3,4
45,1,1,1,1,1,1,1,1,1,1,4,4
46,1,1,1,1,1,1,1,1,1,1,4,5
47,0,3,3,0,6,6,8,8,8,8,4,6
48,1,1,1,1,1,1,1,1,1,1,4,5
49,1,1,1,1,1,1,1,1,1,1,4,5
50,1,1,2,1,1,1,2,9,9,9,2,7
51,1,1,1,1,1,1,1,1,1,1,4,5
52,1,1,1,1,1,1,1,1,1,1,4,5
53,1,1,1,1,1,1,1,1,1,1,4,5
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.11384076818253605,0.10935863741910809,0.10108600289787104,0.12731653544764066,0.14287289901847355,0.1439254679110757,0.14727728176104263,0.13962953711045178,0.13720390135739383,0.1315202764009924,0.16551951774653514,0.11960537667039782
NMI,0.36011699880833065,0.47596235347628357,0.57535372787141137,0.55899905104771119,0.60227310094594633,0.64033726954254144,0.71248218339937264,0.7314406210820501,0.74536357276154375,0.71752283916416038,1.0,0.60908805951877631
