,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,4,4,4,4,8,8,8,8,2,
1,0,0,0,5,6,6,6,6,6,6,0,
2,2,1,1,1,1,1,1,8,8,1,2,
3,1,1,1,1,1,3,3,3,1,1,4,
4,0,0,4,4,4,4,8,8,8,8,2,
5,1,3,3,3,3,3,3,3,3,3,5,
6,0,0,0,5,6,6,6,6,6,6,0,
7,1,3,3,5,6,6,6,6,6,6,0,
8,1,3,3,3,3,3,3,3,10,10,5,
9,1,1,1,1,5,5,5,1,1,1,2,
10,2,1,1,1,1,1,1,1,1,1,2,
11,1,3,3,3,3,3,3,3,3,3,5,
12,2,2,4,4,4,4,8,9,2,11,1,
13,1,3,3,3,3,3,3,3,10,10,4,
14,1,1,1,1,1,1,1,1,1,1,2,
15,2,2,2,2,2,2,2,2,9,2,1,
16,2,2,2,2,2,2,8,9,2,11,1,
17,2,2,2,2,2,2,2,9,2,2,1,
18,2,2,2,2,2,2,2,2,9,2,1,
19,2,2,2,2,2,2,2,9,2,11,1,
20,2,2,2,2,2,2,2,2,9,9,1,
21,2,2,2,5,6,2,2,2,0,2,1,
22,2,2,2,2,2,2,2,2,9,9,1,
23,2,1,1,1,1,1,1,1,1,1,2,
24,1,1,1,1,1,1,1,1,1,1,2,
25,1,1,1,1,1,1,1,1,1,1,4,
26,0,0,4,4,4,4,4,4,4,4,4,
27,1,3,3,3,3,3,3,3,3,3,5,
28,1,3,3,3,3,3,3,3,3,3,5,
29,1,3,3,3,3,3,3,3,3,3,5,
30,2,1,1,5,5,5,5,5,5,5,2,
31,2,3,3,5,5,5,5,5,5,5,2,
32,0,1,1,5,5,5,5,5,9,9,1,
33,0,1,1,5,5,5,5,5,5,5,2,
34,0,0,0,0,0,0,0,0,0,0,2,
35,2,1,1,1,1,1,1,1,1,1,2,
36,0,3,3,3,3,3,3,3,10,10,5,
37,1,3,3,3,1,1,1,1,1,1,2,
38,0,2,2,2,2,7,8,9,8,0,2,
39,1,3,3,3,3,3,3,3,3,3,5,
40,0,0,0,0,0,7,7,7,7,7,3,
41,1,0,0,0,0,7,7,7,7,7,3,
42,1,0,0,0,3,7,7,7,7,7,3,
43,1,1,4,4,4,4,4,4,4,4,4,
44,1,3,3,3,3,3,3,3,3,3,5,
45,0,0,4,4,4,4,4,4,4,4,4,
46,1,1,1,1,1,1,1,1,1,1,2,
47,1,3,3,3,3,3,3,3,3,3,5,
48,1,3,3,3,3,3,3,3,3,3,5,
49,1,3,3,3,3,3,3,3,3,3,5,
50,1,1,1,1,1,1,1,1,1,1,2,
51,1,1,1,1,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,1,1,1,1,2,
53,2,1,1,1,1,1,1,1,1,3,2,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.04263670947039527,0.1139925509123002,0.11319387674465131,0.1151885530701768,0.10691613350592793,0.11830039135223103,0.11885388146768971,0.11204458020083516,0.10497407755361497,0.10342104708505952,0.13711975136608795,
NMI,0.29629849824459931,0.5507521087731857,0.56380051784036656,0.59217888661290508,0.62245857888753853,0.70316831486886333,0.73963210862175399,0.73492830432047185,0.75878364848804536,0.73227209196054555,1.0,
Silhoutte,0.04356425,0.09646343,0.113419,0.13122849,0.12464425,0.16356748,0.20005638,0.2043426,0.20562888,0.23038148,0.12984324,
