,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,3,3,3,6,6,6,6,6,5,
1,0,3,3,3,6,6,6,6,6,5,
2,2,2,2,2,2,2,2,2,2,2,
3,2,2,2,2,2,2,2,2,2,2,
4,0,3,3,3,6,6,6,6,6,5,
5,0,0,0,4,4,4,5,4,4,2,
6,0,1,1,1,6,6,6,4,4,5,
7,0,0,0,4,6,6,8,8,8,4,
8,0,0,4,4,4,7,8,8,8,4,
9,2,2,2,2,2,2,2,2,2,2,
10,2,2,2,2,2,2,2,2,2,2,
11,0,0,1,4,4,4,5,9,9,5,
12,2,2,2,4,4,4,5,4,4,2,
13,2,2,2,2,2,2,2,2,2,2,
14,1,3,3,3,3,3,3,3,3,0,
15,1,3,3,3,3,3,3,3,3,0,
16,0,3,3,3,3,3,3,3,10,0,
17,1,3,3,3,3,3,3,3,3,0,
18,1,3,3,3,3,3,3,3,3,0,
19,0,3,3,3,3,3,3,3,3,0,
20,1,3,3,3,3,3,3,3,3,0,
21,1,3,3,3,3,4,5,4,4,0,
22,99,99,99,99,99,99,99,99,99,99,
23,2,2,2,2,2,7,7,7,7,2,
24,2,2,2,0,0,7,7,7,7,2,
25,2,1,3,3,1,3,3,7,1,2,
26,1,3,3,3,3,3,3,3,3,0,
27,1,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,1,3,
30,2,2,2,2,2,2,2,2,2,2,
31,2,2,2,2,2,2,2,2,2,2,
32,2,2,2,2,2,2,2,2,2,2,
33,1,1,1,1,1,1,1,1,1,3,
34,1,1,1,1,1,1,1,1,1,3,
35,0,3,4,4,6,6,6,6,6,5,
36,2,2,4,5,5,7,8,8,8,4,
37,2,2,4,5,5,5,4,5,5,4,
38,1,1,1,1,1,1,1,1,1,3,
39,2,2,4,5,5,5,4,5,5,4,
40,1,1,1,1,1,1,1,1,1,3,
41,1,1,1,1,1,1,1,1,1,3,
42,1,1,1,1,4,1,1,9,9,3,
43,1,1,1,1,1,1,1,9,9,3,
44,2,2,4,5,5,5,4,5,5,4,
45,2,2,4,5,5,5,4,5,5,4,
46,0,0,4,4,4,7,7,7,10,4,
47,2,2,4,5,5,5,4,5,5,4,
48,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,7,7,7,7,3,
52,0,0,0,0,0,0,0,9,9,5,
53,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12501285066472262,0.17387739041290506,0.19535354742755642,0.1995061574719069,0.21180720812286066,0.20997599287447638,0.21314525137374596,0.19552993662619608,0.19171760794948864,0.24030997521275704,
NMI,0.62423003894042839,0.66288007452429853,0.74268932022529766,0.70803573408537801,0.75298907602432141,0.72937510913681114,0.76237603886471195,0.74368644935722017,0.71310498735635786,1.0,
Silhoutte,0.04258571,0.1069605,0.14595529,0.181356,0.245581,0.24508646,0.27358049,0.28363421,0.28489508,0.2256021,
