,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,3,3,3,6,6,6,6,10,10,10,3,0
1,0,3,3,3,6,6,6,6,6,6,6,2,0
2,2,3,4,5,5,5,5,5,5,5,5,2,1
3,2,2,4,5,5,5,5,5,6,6,6,2,2
4,0,3,1,3,6,6,6,6,10,10,10,3,0
5,0,0,3,4,4,4,4,4,4,4,4,3,3
6,1,1,1,3,6,6,6,6,6,6,6,3,0
7,0,0,4,4,4,7,7,7,7,7,7,5,4
8,0,0,4,4,4,7,7,7,7,7,7,5,4
9,2,2,2,5,5,6,6,9,9,9,9,2,2
10,2,2,2,4,4,4,4,4,4,4,4,3,3
11,0,0,3,4,4,4,4,4,4,4,4,3,3
12,1,1,2,4,4,4,4,4,4,4,4,3,3
13,2,2,2,5,5,4,4,9,9,9,9,2,2
14,1,3,3,3,3,3,3,3,3,3,3,1,5
15,1,3,3,3,3,3,3,3,3,3,3,1,5
16,0,0,0,0,0,0,8,8,8,8,8,1,6
17,1,3,3,3,3,3,3,3,3,3,3,1,5
18,1,3,3,3,3,3,3,3,3,3,3,1,5
19,0,3,3,0,3,3,3,0,0,0,0,1,6
20,0,3,3,4,3,3,3,3,3,11,11,1,6
21,1,1,1,4,4,4,4,4,4,4,4,3,3
22,99,99,99,99,99,99,99,99,99,99,99,99,99
23,2,2,2,5,6,6,7,9,9,9,9,2,2
24,2,2,2,0,6,6,6,9,9,9,9,2,2
25,2,2,2,5,5,1,1,9,6,6,6,2,2
26,1,3,3,3,3,3,3,3,3,3,3,1,5
27,1,1,1,1,1,1,1,1,1,1,1,4,7
28,1,1,1,1,1,1,1,1,1,1,1,4,7
29,1,1,1,1,1,1,1,1,1,1,1,4,7
30,2,2,4,5,5,5,5,5,5,5,5,2,1
31,2,2,4,5,5,5,5,5,5,5,5,2,1
32,2,2,4,5,5,5,5,5,5,5,5,2,1
33,1,1,1,1,1,1,1,1,1,1,1,2,7
34,1,1,1,1,1,1,1,1,1,1,1,4,7
35,0,3,1,3,6,6,6,6,10,10,10,3,0
36,2,2,4,2,2,7,7,7,7,7,7,5,4
37,2,2,2,2,2,2,2,2,2,2,2,5,8
38,1,1,1,1,1,1,1,1,1,1,1,4,7
39,2,2,2,2,2,2,2,2,2,2,2,5,8
40,1,1,1,1,1,1,1,1,3,1,3,4,6
41,0,0,0,0,4,0,0,0,0,0,0,4,6
42,0,0,0,0,0,0,0,0,0,0,0,4,6
43,0,1,1,1,6,6,6,5,10,10,10,4,6
44,2,2,2,2,2,2,2,2,2,2,2,5,8
45,2,2,2,2,2,2,2,2,2,2,2,5,8
46,1,1,4,1,1,1,8,8,8,8,8,4,7
47,2,2,2,2,2,2,2,2,2,2,2,5,8
48,1,1,1,1,1,1,1,1,1,1,1,4,7
49,1,1,1,1,1,1,1,1,1,1,1,4,7
50,0,0,0,0,0,0,4,4,8,11,11,1,6
51,1,1,1,1,1,1,1,1,1,1,1,4,7
52,0,0,0,0,0,0,0,0,0,8,12,4,6
53,1,1,1,1,1,1,1,1,1,1,1,4,7
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09931656290121124,0.14393263941411144,0.1349069701073332,0.2167801313799511,0.2197590790399376,0.21264227176245368,0.2052570029597995,0.20972961117432068,0.19867845759208957,0.20322840161303235,0.19424509380319277,0.25041819576705127,0.2127707555705223
NMI,0.32855357660021239,0.44873016353934664,0.45545864262282038,0.64030910890378534,0.68105541613218279,0.67499204620189146,0.63822185090542649,0.69461050765537846,0.67882936074993305,0.70071029087403025,0.67372683458350169,1.0,0.73913590987097844
