,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,1,4,1,5,5,5,5,5,5
1,0,0,0,5,4,6,6,9,9,9
2,0,1,3,5,5,5,5,5,5,5
3,2,2,4,3,3,3,1,1,1,1
4,0,1,4,1,5,5,5,5,5,5
5,2,1,4,1,1,1,8,8,8,8
6,0,2,1,5,4,6,6,9,9,9
7,2,1,4,1,1,1,8,8,8,8
8,0,0,0,0,5,7,7,7,7,7
9,2,1,4,1,1,1,1,1,1,1
10,2,2,4,1,1,1,8,8,8,8
11,2,0,0,0,6,7,6,6,6,6
12,2,2,2,2,2,2,2,2,2,2
13,2,2,3,3,3,3,8,8,8,8
14,2,2,2,2,2,2,2,2,2,2
15,2,2,2,2,2,2,2,2,2,2
16,2,1,4,1,1,1,8,8,8,8
17,2,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2,2
19,1,2,2,2,2,2,2,2,2,2
20,0,0,2,2,2,2,2,2,2,2
21,2,2,4,5,1,6,6,9,9,9
22,0,2,2,2,2,2,2,2,2,2
23,2,2,3,3,3,3,8,8,8,8
24,2,3,3,3,3,3,3,3,3,3
25,2,2,3,3,1,3,1,3,1,3
26,2,2,3,3,3,3,3,3,3,3
27,1,3,4,4,4,1,1,4,1,1
28,1,3,1,4,4,1,1,4,7,7
29,1,3,1,4,4,4,4,4,4,4
30,2,1,4,1,1,1,1,1,1,1
31,0,0,0,0,6,6,6,6,6,6
32,2,1,4,1,1,1,1,1,1,1
33,2,1,4,1,1,1,1,1,1,1
34,1,3,1,4,4,4,4,4,10,10
35,1,1,4,5,5,5,5,5,5,5
36,1,3,1,4,4,4,4,7,7,7
37,2,2,0,0,5,7,7,7,7,11
38,2,2,4,1,0,7,0,0,0,11
39,1,3,1,4,4,4,4,4,4,4
40,1,3,1,4,4,4,4,4,10,10
41,0,3,1,4,6,4,4,6,10,10
42,1,3,1,4,4,4,4,4,10,10
43,1,3,3,3,3,3,3,3,3,3
44,1,3,1,4,4,4,4,4,4,4
45,1,3,3,3,3,3,3,3,3,3
46,1,3,1,4,4,7,7,4,4,4
47,2,2,1,4,5,7,7,7,7,7
48,2,2,4,4,6,7,7,7,7,7
49,1,3,1,4,4,4,4,4,4,4
50,1,3,3,3,3,3,3,3,3,3
51,1,3,1,5,4,5,5,4,4,4
52,2,0,0,0,6,6,6,6,6,6
53,1,3,1,4,4,6,6,4,4,4
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
