,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,1,0
1,1,3,3,3,3,3,0,0
2,2,2,3,5,5,5,1,1
3,1,1,1,1,1,1,0,2
4,2,2,2,5,5,5,1,0
5,0,3,3,3,3,3,0,1
6,1,3,3,3,3,3,0,0
7,0,0,0,0,6,6,0,1
8,1,1,1,1,6,6,0,1
9,1,1,4,4,4,4,0,3
10,1,3,4,4,4,4,0,3
11,1,3,3,3,3,3,0,1
12,0,3,3,3,3,3,0,1
13,1,1,4,4,4,4,0,1
14,2,2,2,2,2,2,0,3
15,2,2,2,2,2,2,0,4
16,2,2,2,2,6,7,0,4
17,2,2,2,2,2,2,0,4
18,2,2,2,2,2,2,0,4
19,2,2,2,2,2,2,0,4
20,2,2,2,2,2,2,0,4
21,2,2,2,2,2,2,0,4
22,1,1,1,1,1,1,0,2
23,0,3,4,4,4,4,0,3
24,0,3,4,4,4,4,0,1
25,1,1,1,1,1,1,2,2
26,2,2,2,2,2,2,0,4
27,1,1,1,1,1,1,2,2
28,1,1,1,1,1,1,2,2
29,1,1,1,1,1,1,2,2
30,1,1,3,3,6,7,1,1
31,1,1,1,1,1,1,2,2
32,1,1,3,1,6,7,1,1
33,1,1,1,1,1,1,2,2
34,1,1,1,1,1,1,2,2
35,1,1,1,1,1,1,2,2
36,1,1,1,1,1,1,2,2
37,1,1,1,1,1,1,2,2
38,1,1,1,1,1,1,2,2
39,1,1,1,1,1,1,2,2
40,1,1,1,1,1,1,2,2
41,1,1,1,5,5,5,2,1
42,1,1,1,1,1,1,2,2
43,99,99,99,99,99,99,99,99
44,1,1,1,1,1,1,2,2
45,1,1,1,1,1,1,2,2
46,1,1,1,1,1,1,2,2
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,2,2
49,1,1,1,1,1,1,2,2
50,1,1,1,1,1,1,2,1
51,1,1,1,1,1,1,2,2
52,1,1,1,1,1,1,2,1
53,1,1,1,1,1,1,2,2
54,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,2,1
Modularity,0.06985370928907998,0.09823414884379905,0.10293725263207831,0.10140221728584184,0.10302002354754514,0.1031940244379144,0.1225606498870685,0.08474255206541816
NMI,0.33647234749825078,0.42884614792891224,0.51868468970793158,0.51591289385231931,0.5904750169209827,0.60102031749782603,1.0,0.42506548805725314
