,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,3,3,5,5,5,5,5,5,0,0
1,0,0,0,5,5,7,7,7,7,2,1
2,0,3,0,5,5,5,5,5,5,0,0
3,0,3,3,4,6,6,6,3,3,2,2
4,0,3,3,5,5,5,5,5,5,0,0
5,2,2,4,4,4,4,4,4,4,1,2
6,1,1,1,5,5,7,7,7,7,2,1
7,1,3,4,5,5,7,7,7,7,2,1
8,0,0,4,5,5,5,8,8,8,2,3
9,1,3,4,4,6,6,6,6,7,1,2
10,1,3,4,4,4,4,4,4,4,1,2
11,1,1,4,1,4,4,4,4,4,1,3
12,1,1,4,4,4,4,4,4,4,1,2
13,1,3,4,4,3,6,6,3,10,1,2
14,2,2,2,2,2,2,2,2,2,1,4
15,2,2,2,2,2,2,2,2,2,1,4
16,1,1,1,1,1,1,1,1,1,3,5
17,2,2,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,2,2,1,4
20,2,2,2,2,2,2,2,2,2,1,4
21,2,2,2,2,2,2,2,2,2,1,2
22,2,2,2,2,2,2,2,2,2,1,4
23,1,3,4,4,6,6,6,6,6,1,2
24,0,3,4,4,6,6,6,6,6,1,2
25,2,2,4,4,4,4,4,4,2,1,2
26,2,2,2,2,2,2,2,2,10,1,2
27,2,2,3,3,3,3,3,9,9,2,6
28,1,1,3,3,3,1,3,3,3,2,7
29,1,1,1,1,1,1,1,1,1,3,7
30,2,3,3,3,3,3,3,9,9,2,6
31,1,1,1,1,1,1,1,1,1,3,7
32,2,3,3,3,3,3,3,3,3,2,6
33,2,3,3,3,3,3,3,3,3,2,6
34,2,3,3,3,3,3,3,3,3,2,7
35,1,3,3,5,5,5,5,5,5,0,0
36,1,1,1,5,5,5,8,8,8,3,3
37,1,1,1,1,1,1,8,8,8,3,5
38,1,1,1,1,1,1,1,1,1,3,5
39,1,1,1,1,1,1,1,1,1,3,5
40,1,1,1,1,1,1,1,1,1,3,5
41,1,1,1,1,1,1,1,1,1,3,5
42,1,1,1,1,1,1,1,1,1,3,5
43,0,0,0,4,6,6,6,6,6,1,2
44,1,1,1,1,1,1,1,1,1,3,5
45,2,2,1,1,4,1,1,1,10,1,3
46,1,1,1,1,1,1,1,1,1,3,7
47,1,1,1,1,1,1,1,1,1,3,5
48,1,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,1,3,7
50,1,1,1,1,1,1,1,1,1,3,7
51,1,1,1,1,1,1,1,1,1,3,7
52,1,1,1,1,1,1,1,1,1,3,3
53,1,1,1,1,1,1,1,1,1,3,7
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09945960239856722,0.1623908672442282,0.17843717207763474,0.19552681720109977,0.19013838679962008,0.1892898147956261,0.1865540599101644,0.18291585491919005,0.1754105668440059,0.21948172231174337,0.1524183508415245
NMI,0.35105049615992495,0.48654989051277292,0.61586789480500059,0.65986994353572082,0.68131564752878027,0.64721615280258515,0.71247833977805608,0.6994931505896439,0.73085332647862467,1.0,0.63727074529663608
