,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,1,1,4,4,4,4,4,4
1,0,0,0,0,6,7,7,7
2,0,0,4,4,4,4,4,4
3,2,3,3,3,3,3,3,3
4,0,1,4,4,4,4,4,4
5,2,2,2,2,2,2,2,2
6,0,0,0,0,6,7,7,7
7,0,0,0,5,5,5,5,5
8,0,0,0,5,5,5,5,5
9,0,3,3,3,3,3,3,3
10,0,3,3,3,3,3,3,3
11,0,0,0,0,6,6,6,6
12,2,2,2,2,2,2,2,2
13,2,3,3,3,3,3,3,9
14,2,2,2,2,2,2,2,2
15,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2
21,2,2,2,2,2,2,2,2
22,2,2,2,2,2,2,2,2
23,1,3,3,3,3,3,3,1
24,1,1,1,1,1,1,1,9
25,1,3,1,1,1,1,1,9
26,2,2,2,2,2,2,2,2
27,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1
30,0,3,3,3,3,3,3,3
31,1,3,3,3,3,3,3,3
32,0,3,3,3,3,3,3,3
33,1,1,1,1,1,1,1,1
34,1,1,1,1,1,1,1,1
35,0,0,4,4,4,4,4,4
36,0,0,0,5,5,5,5,5
37,1,1,1,1,1,1,1,1
38,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,8,8
41,0,3,4,5,6,6,8,8
42,2,3,4,5,6,6,8,8
43,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1
46,1,1,1,1,1,1,1,1
47,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1
51,1,1,1,1,1,1,1,1
52,0,0,0,0,6,6,6,6
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
