,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,1,1,2,1,5,8,8,8,0,0
1,1,1,4,5,5,7,5,5,7,0,0
2,2,2,2,2,2,5,8,8,8,0,0
3,1,1,4,4,4,4,4,2,4,2,1
4,0,1,3,2,1,5,8,8,8,0,0
5,0,2,2,2,2,5,0,0,0,0,0
6,0,1,4,5,5,7,5,5,7,0,0
7,0,0,4,5,5,7,5,5,5,0,0
8,0,0,0,5,5,5,7,7,5,4,0
9,0,0,4,4,4,4,4,4,4,2,2
10,2,2,2,5,5,7,5,5,7,0,0
11,0,2,2,2,6,6,7,7,10,0,0
12,2,1,1,5,5,7,5,5,7,0,0
13,0,0,4,4,4,4,4,4,4,2,2
14,2,3,3,3,3,3,3,3,3,1,3
15,2,3,3,3,3,3,3,3,3,1,3
16,2,2,2,3,2,6,7,7,10,1,1
17,2,3,3,3,3,3,3,3,3,1,3
18,2,3,3,3,3,3,3,3,3,1,3
19,2,3,3,3,3,3,3,3,3,1,3
20,2,3,3,3,3,3,3,3,3,1,3
21,2,2,2,5,5,7,5,5,7,0,0
22,2,3,3,3,3,3,3,3,3,1,3
23,0,0,4,4,4,4,4,9,9,2,2
24,1,1,4,4,4,4,4,9,9,2,2
25,1,2,2,1,2,2,2,9,9,1,2
26,0,0,4,4,4,4,4,4,4,4,2
27,1,2,1,1,1,2,2,2,2,3,1
28,1,2,2,2,2,2,2,2,2,3,1
29,1,1,1,1,1,1,1,1,1,4,4
30,1,2,2,2,2,2,2,2,2,3,1
31,1,2,2,2,2,2,2,2,2,3,1
32,2,2,2,2,2,2,2,2,2,3,1
33,1,2,2,2,2,2,2,2,2,3,1
34,1,2,4,4,4,4,4,9,9,3,2
35,0,3,3,2,2,5,8,8,8,0,0
36,1,2,1,5,1,5,6,6,5,4,0
37,1,1,1,1,1,1,1,1,1,4,4
38,1,1,1,1,1,2,2,2,2,3,1
39,1,1,1,1,1,1,1,1,1,4,4
40,2,2,2,5,6,6,6,6,6,4,5
41,2,2,2,5,6,6,6,6,6,4,5
42,2,2,2,5,6,6,6,6,6,4,5
43,1,1,1,1,1,1,1,1,1,4,4
44,1,1,1,1,1,1,1,1,1,4,4
45,1,1,1,1,1,1,1,1,1,4,4
46,1,1,1,1,1,1,1,1,1,4,4
47,1,0,1,1,1,0,4,1,6,4,4
48,1,1,1,1,1,1,1,1,1,4,4
49,1,2,1,1,1,1,1,1,1,4,1
50,1,1,1,1,1,1,1,1,1,4,4
51,2,1,1,1,1,1,1,1,1,4,2
52,1,1,1,1,1,1,7,7,10,4,0
53,1,1,1,1,1,1,1,1,1,4,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10101854652076792,0.07431887449668982,0.10382979553791595,0.15269210769991873,0.13305429462352725,0.13679831790261368,0.13138428976555447,0.12793274071341665,0.12769053309584144,0.1633761323687845,0.13913043120329446
NMI,0.30499764156104864,0.34213742087477383,0.41189648483645369,0.61239380819903422,0.55752605089247298,0.68716830195398415,0.70299255103474656,0.70158805791727574,0.70059151930042962,1.0,0.63224021736063452
