,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,3,3,6,6,6,6,6,6,6,0,0
1,2,2,2,4,4,4,4,5,5,5,5,2,1
2,2,2,2,2,2,2,2,2,2,2,2,1,2
3,2,2,2,2,2,2,2,2,2,2,2,1,2
4,0,3,3,3,6,6,6,6,6,6,6,0,0
5,0,0,0,5,5,7,5,5,5,5,5,1,0
6,1,3,3,5,5,7,5,5,5,5,5,3,1
7,0,0,4,0,0,7,8,8,8,8,8,4,3
8,0,0,4,1,1,7,8,8,8,8,8,4,3
9,2,2,2,2,2,2,2,2,2,2,2,1,2
10,2,2,2,2,2,2,2,2,2,2,2,1,2
11,0,0,0,0,0,7,0,9,9,9,9,5,0
12,0,0,0,5,5,7,5,5,5,5,5,3,1
13,2,2,2,2,2,2,2,2,2,2,12,1,0
14,1,3,3,3,3,3,3,3,3,3,3,3,4
15,1,3,3,3,3,3,3,3,3,3,3,3,4
16,2,0,0,5,5,5,7,7,7,7,7,4,5
17,2,3,3,3,3,3,3,3,3,3,3,3,4
18,1,3,3,3,3,3,3,3,3,3,3,3,4
19,0,0,0,0,6,7,8,9,10,11,11,3,0
20,1,3,3,3,3,3,3,3,3,3,3,3,0
21,1,3,3,3,3,3,3,3,3,3,3,3,4
22,1,3,3,3,3,3,3,3,3,3,3,3,4
23,2,2,2,2,2,2,2,2,2,2,2,1,2
24,0,0,0,0,0,0,0,0,0,0,12,0,0
25,2,3,3,5,5,5,3,3,3,3,3,3,5
26,1,3,3,3,3,3,3,3,3,3,3,3,0
27,0,0,0,0,6,7,8,9,10,11,11,3,0
28,1,1,4,4,4,4,4,4,1,1,1,4,6
29,1,1,1,1,1,1,1,1,1,1,1,4,6
30,2,2,2,2,2,2,2,2,2,2,2,1,2
31,2,2,2,2,2,2,2,2,2,2,2,1,0
32,2,2,2,2,2,2,2,2,2,2,2,1,2
33,2,2,2,2,2,2,2,2,2,2,2,1,2
34,1,2,2,2,2,2,2,2,2,10,1,1,0
35,0,3,3,3,6,6,6,6,6,6,6,0,0
36,1,3,1,1,1,1,8,8,8,8,8,4,3
37,0,0,1,1,1,1,1,1,1,1,10,4,3
38,1,1,4,5,5,5,7,7,1,1,1,4,5
39,2,1,4,5,5,5,7,7,7,7,7,4,5
40,1,1,4,4,4,4,4,4,4,4,4,2,7
41,0,1,4,4,4,4,4,4,4,4,4,2,5
42,1,1,4,4,4,4,4,4,4,4,4,2,7
43,1,1,4,4,4,4,4,4,4,4,4,2,7
44,1,1,1,1,1,1,1,1,1,1,1,4,6
45,2,1,4,5,5,5,7,7,7,7,7,4,5
46,1,3,1,1,1,1,1,1,1,1,10,4,3
47,1,1,1,1,1,1,1,1,1,1,1,4,6
48,1,1,1,1,1,1,1,1,1,1,1,4,6
49,1,1,1,1,1,1,1,1,1,1,1,4,6
50,1,1,4,4,4,4,4,4,4,4,4,2,5
51,1,1,4,5,5,5,7,7,7,7,7,4,5
52,0,0,0,0,0,0,0,9,9,9,9,5,0
53,1,1,1,1,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.15171986449169106,0.23680637662806464,0.239789771175462,0.23653073633737487,0.24412231032279882,0.24838307049433384,0.2497445905120584,0.2491628812270356,0.25303025205358415,0.2503902791828157,0.23405192819424225,0.27996909729646663,0.20219870838467088
NMI,0.2631916649524022,0.5488671293264924,0.64761583808836487,0.6679882105019983,0.71844868336679679,0.72549296012418707,0.77257719583160356,0.76631141415396142,0.81542408955000001,0.80406080258034451,0.74837298123371054,1.0,0.60932142092017938
