,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,0,4,4,4,4,4,4,4,4
1,0,0,0,5,5,5,5,5,5,5
2,2,3,3,3,6,6,6,6,6,6
3,1,3,1,3,1,1,1,6,6,1
4,0,0,4,4,4,4,4,4,4,4
5,1,1,1,1,1,1,1,1,1,1
6,0,0,0,5,5,5,5,5,5,5
7,1,1,1,5,5,5,5,5,5,5
8,1,1,1,1,1,1,1,1,10,10
9,2,3,3,3,3,3,6,6,6,6
10,2,3,3,3,6,6,6,6,6,6
11,1,1,1,1,1,1,1,1,1,1
12,2,2,4,4,4,4,2,2,2,2
13,1,1,1,1,1,1,1,1,1,11
14,1,3,3,3,6,6,6,6,6,11
15,2,2,2,2,2,2,2,2,2,11
16,2,2,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2,11
19,2,2,2,2,2,2,2,2,2,2
20,0,2,2,2,3,3,8,8,8,8
21,2,0,0,0,5,5,5,5,5,5
22,0,2,2,2,3,4,8,8,8,8
23,2,3,3,3,6,6,6,6,6,6
24,2,3,3,3,6,6,6,6,6,6
25,1,3,3,3,6,6,6,1,1,6
26,0,0,4,4,4,4,4,9,9,9
27,1,1,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1,1
30,2,3,3,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3,3,3
32,0,3,3,3,3,3,8,8,8,8
33,0,3,3,3,3,3,3,3,3,3
34,0,0,0,0,0,0,0,0,0,0
35,2,3,3,3,6,6,6,6,6,6
36,0,1,1,1,1,1,1,9,10,10
37,2,1,1,1,6,6,6,6,6,6
38,0,2,2,2,0,3,3,3,4,0
39,1,1,1,1,1,1,1,1,1,1
40,0,2,2,5,5,7,7,7,7,7
41,1,0,0,5,5,7,7,7,7,7
42,1,0,0,5,5,7,7,7,7,7
43,2,0,4,4,4,4,4,9,9,9
44,1,1,1,1,1,1,1,1,1,1
45,0,0,4,4,4,4,8,9,9,9
46,2,3,3,3,6,6,6,6,6,6
47,1,1,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1,1,1
50,2,3,3,3,6,6,6,6,6,6
51,2,3,3,3,6,6,6,6,6,6
52,1,3,3,3,6,6,6,6,6,6
53,1,1,1,1,6,6,6,6,6,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
