,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,0,0,0,6,6,6,6,6,6
1,1,3,1,1,5,7,7,7,7,7
2,1,3,1,1,1,1,1,1,1,1
3,1,1,2,2,4,4,8,8,8,8
4,0,0,0,0,6,6,6,6,6,6
5,1,1,4,4,4,7,7,4,7,4
6,2,0,4,0,5,7,7,7,7,7
7,1,1,4,5,5,7,7,7,7,7
8,1,0,4,5,5,7,2,2,2,2
9,0,1,2,2,2,2,8,8,8,8
10,1,3,2,2,2,2,8,8,8,8
11,2,2,2,2,2,2,2,2,2,2
12,1,1,4,4,4,4,4,4,4,4
13,1,1,2,4,2,2,8,8,8,8
14,0,0,0,0,0,0,0,9,10,10
15,1,1,4,4,4,4,4,4,4,4
16,1,3,4,4,4,4,4,4,4,4
17,1,3,4,4,4,4,4,4,4,4
18,1,1,4,4,4,4,4,4,4,4
19,1,3,4,4,4,4,4,4,4,4
20,1,3,1,1,1,1,1,1,1,1
21,1,1,4,4,4,7,7,7,7,7
22,1,3,1,1,1,1,1,1,4,1
23,0,1,2,2,2,2,8,8,8,8
24,2,3,3,3,3,3,3,3,3,3
25,1,1,4,5,4,7,7,9,10,10
26,0,1,2,4,6,6,8,9,9,9
27,2,2,2,2,2,2,2,2,2,4
28,1,3,4,1,1,2,2,2,2,2
29,2,2,2,2,3,3,3,3,3,3
30,1,3,1,1,1,1,1,1,1,1
31,1,3,1,1,1,1,1,1,1,1
32,1,3,1,1,1,1,1,1,1,1
33,1,3,1,1,1,1,1,1,1,1
34,2,2,3,3,3,3,3,3,3,3
35,2,2,2,2,6,6,6,6,6,6
36,2,2,2,2,2,2,2,2,2,2
37,0,1,0,0,2,2,2,2,0,11
38,1,1,2,2,2,7,7,2,10,11
39,2,2,2,2,2,2,2,2,2,11
40,2,2,4,5,5,5,5,5,5,5
41,0,1,4,5,5,5,5,5,5,5
42,0,1,4,5,5,5,5,5,5,5
43,2,2,3,3,3,3,3,3,3,3
44,2,2,2,2,2,2,2,2,2,11
45,0,0,0,0,0,0,0,9,9,9
46,2,2,3,3,3,3,3,3,3,3
47,2,2,2,2,2,2,2,2,2,2
48,2,2,2,2,2,2,2,2,2,2
49,2,3,1,1,1,1,1,1,1,1
50,2,2,3,3,3,3,3,3,3,3
51,2,2,3,3,3,3,3,3,3,3
52,2,2,3,3,3,3,3,3,3,3
53,2,2,3,3,3,3,3,3,3,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
