,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,1,4,1,5,5,5,5,5,5,1,0
1,0,0,0,5,4,6,6,9,9,9,0,1
2,0,1,3,5,5,5,5,5,5,5,1,0
3,2,2,4,3,3,3,1,1,1,1,0,1
4,0,1,4,1,5,5,5,5,5,5,1,0
5,2,1,4,1,1,1,8,8,8,8,0,1
6,0,2,1,5,4,6,6,9,9,9,0,1
7,2,1,4,1,1,1,8,8,8,8,0,1
8,0,0,0,0,5,7,7,7,7,7,3,2
9,2,1,4,1,1,1,1,1,1,1,1,3
10,2,2,4,1,1,1,8,8,8,8,0,1
11,2,0,0,0,6,7,6,6,6,6,4,2
12,2,2,2,2,2,2,2,2,2,2,0,1
13,2,2,3,3,3,3,8,8,8,8,0,1
14,2,2,2,2,2,2,2,2,2,2,0,4
15,2,2,2,2,2,2,2,2,2,2,0,4
16,2,1,4,1,1,1,8,8,8,8,0,1
17,2,2,2,2,2,2,2,2,2,2,0,4
18,2,2,2,2,2,2,2,2,2,2,0,4
19,1,2,2,2,2,2,2,2,2,2,0,4
20,0,0,2,2,2,2,2,2,2,2,0,4
21,2,2,4,5,1,6,6,9,9,9,0,1
22,0,2,2,2,2,2,2,2,2,2,0,4
23,2,2,3,3,3,3,8,8,8,8,0,1
24,2,3,3,3,3,3,3,3,3,3,2,5
25,2,2,3,3,1,3,1,3,1,3,0,1
26,2,2,3,3,3,3,3,3,3,3,2,5
27,1,3,4,4,4,1,1,4,1,1,3,6
28,1,3,1,4,4,1,1,4,7,7,3,3
29,1,3,1,4,4,4,4,4,4,4,3,3
30,2,1,4,1,1,1,1,1,1,1,1,3
31,0,0,0,0,6,6,6,6,6,6,4,2
32,2,1,4,1,1,1,1,1,1,1,1,3
33,2,1,4,1,1,1,1,1,1,1,1,3
34,1,3,1,4,4,4,4,4,10,10,3,6
35,1,1,4,5,5,5,5,5,5,5,1,0
36,1,3,1,4,4,4,4,7,7,7,3,6
37,2,2,0,0,5,7,7,7,7,11,3,2
38,2,2,4,1,0,7,0,0,0,11,3,2
39,1,3,1,4,4,4,4,4,4,4,3,2
40,1,3,1,4,4,4,4,4,10,10,3,6
41,0,3,1,4,6,4,4,6,10,10,3,6
42,1,3,1,4,4,4,4,4,10,10,3,6
43,1,3,3,3,3,3,3,3,3,3,2,5
44,1,3,1,4,4,4,4,4,4,4,3,6
45,1,3,3,3,3,3,3,3,3,3,2,5
46,1,3,1,4,4,7,7,4,4,4,3,6
47,2,2,1,4,5,7,7,7,7,7,3,2
48,2,2,4,4,6,7,7,7,7,7,3,2
49,1,3,1,4,4,4,4,4,4,4,3,6
50,1,3,3,3,3,3,3,3,3,3,2,5
51,1,3,1,5,4,5,5,4,4,4,3,6
52,2,0,0,0,6,6,6,6,6,6,4,2
53,1,3,1,4,4,6,6,4,4,4,3,6
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.07851142074630263,0.12277660969666387,0.11636904260152733,0.138950499113428,0.12403297376006726,0.13964821390780685,0.1294371672496044,0.12915907524509448,0.1292722193966124,0.12404612313335303,0.17130396479583473,0.13366571851651202
NMI,0.20749387013703846,0.54938888854252843,0.51282279777742068,0.59401175526490191,0.57858197660077182,0.53496780828944979,0.62208277452636662,0.72430570821131524,0.71052500897906912,0.69381531236226412,1.0,0.75375094655112529
