,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,0,1,0,5,5,5,6,6
1,1,1,0,5,5,7,8,8
2,2,3,3,3,5,5,6,6
3,2,3,3,3,3,3,5,3
4,0,0,0,5,5,5,6,6
5,2,2,2,2,2,2,2,2
6,1,1,1,5,5,7,8,8
7,2,3,3,5,6,7,5,5
8,2,2,2,2,6,6,2,5
9,2,3,3,3,3,3,3,3
10,1,1,0,5,5,5,6,6
11,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2
13,2,3,4,4,6,4,5,4
14,2,2,2,2,2,2,2,2
15,2,3,3,3,3,3,3,3
16,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2
19,2,3,3,3,3,3,5,3
20,2,3,2,3,3,3,3,2
21,0,0,1,5,5,7,8,8
22,2,3,3,3,3,3,3,3
23,0,1,4,4,4,4,4,4
24,1,1,4,4,4,4,4,9
25,2,2,2,2,2,2,2,2
26,0,1,4,4,4,4,4,9
27,1,1,1,1,1,1,1,1
28,2,2,3,3,3,3,3,3
29,1,1,1,1,1,1,1,1
30,2,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3
32,2,3,3,3,3,3,3,3
33,2,3,3,3,3,3,3,3
34,0,3,3,5,6,6,5,5
35,1,1,1,1,5,5,1,1
36,0,0,0,5,6,6,5,5
37,0,3,1,1,1,1,4,9
38,1,3,1,1,1,1,7,7
39,1,1,1,1,1,1,1,1
40,0,3,3,1,1,1,7,7
41,1,3,2,2,2,1,7,7
42,1,3,1,1,1,1,7,7
43,1,1,4,4,4,4,4,9
44,1,1,1,1,1,1,1,1
45,1,1,4,4,4,6,4,9
46,1,1,4,4,4,4,5,4
47,2,2,2,2,2,2,2,2
48,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,4,1,1
51,1,1,4,4,4,4,4,4
52,1,1,4,4,4,4,4,4
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
