,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,4,2,0
1,0,0,0,0,6,6,6,6,6,6,6,3,1
2,1,1,4,1,1,1,1,1,1,1,1,4,2
3,2,2,2,2,2,2,2,2,2,2,2,1,3
4,0,0,4,4,4,4,4,4,4,4,4,2,0
5,1,0,4,4,4,4,8,8,8,8,8,2,4
6,0,0,0,0,6,6,6,6,6,6,6,3,1
7,0,0,0,5,5,6,6,6,6,6,6,3,1
8,0,0,0,5,5,5,5,5,5,5,5,3,5
9,0,0,0,0,6,7,7,7,7,7,7,1,4
10,1,1,4,4,4,4,8,8,8,8,8,2,4
11,0,0,0,5,5,5,8,8,8,8,8,2,4
12,1,3,3,3,3,3,8,8,8,8,8,0,4
13,0,0,0,0,0,7,7,0,9,11,12,1,4
14,1,3,3,3,3,3,3,3,3,3,3,0,6
15,1,3,3,3,3,3,3,3,3,3,3,0,6
16,1,3,3,3,3,3,3,3,3,3,3,0,6
17,1,3,3,3,3,3,3,3,3,3,3,0,6
18,1,3,3,3,3,3,3,3,3,3,3,0,6
19,1,3,3,3,3,3,3,3,3,7,7,0,4
20,1,3,3,3,3,3,3,3,3,3,3,0,6
21,1,3,3,3,3,3,3,3,3,3,3,0,4
22,0,3,3,3,3,3,3,3,3,3,3,0,2
23,0,0,0,0,6,7,7,7,7,7,7,1,4
24,1,1,1,1,1,1,1,1,1,1,1,4,2
25,0,3,3,3,3,3,3,3,3,3,12,0,6
26,1,1,1,1,1,1,1,1,1,1,1,4,2
27,2,0,0,0,6,7,7,7,7,7,7,0,4
28,2,2,2,2,2,2,2,2,2,2,2,1,7
29,1,1,1,1,6,1,1,1,9,1,1,4,7
30,2,2,2,2,2,2,2,2,2,2,2,1,3
31,2,2,2,2,2,2,2,2,2,2,2,1,3
32,2,2,2,2,2,2,2,2,2,2,2,1,3
33,2,2,2,2,2,2,2,2,2,2,2,1,3
34,1,1,4,4,6,6,4,9,9,9,9,4,7
35,0,0,4,4,4,4,4,4,4,4,4,2,0
36,0,0,4,5,5,5,5,5,5,5,5,3,5
37,0,0,0,0,0,0,8,6,0,0,11,4,4
38,1,0,4,4,6,6,4,9,9,9,9,4,7
39,1,1,4,5,6,6,7,9,9,11,11,4,7
40,1,1,4,4,6,6,7,9,10,10,10,4,7
41,0,0,4,4,6,6,5,9,10,10,10,4,8
42,0,0,4,4,6,6,5,9,10,10,10,4,8
43,1,1,1,1,1,1,1,1,1,1,1,4,2
44,1,1,1,1,6,1,1,1,1,11,11,4,7
45,1,1,1,1,1,1,1,1,1,1,1,4,2
46,0,0,0,5,5,5,5,5,5,5,5,3,5
47,1,1,0,5,6,5,5,7,7,11,11,4,7
48,1,1,1,1,1,1,1,1,1,1,1,4,2
49,2,2,2,2,2,2,2,2,2,2,2,1,3
50,1,1,1,1,1,1,1,1,1,1,1,4,2
51,1,1,1,1,1,1,1,1,1,1,1,4,2
52,1,1,1,4,4,4,8,8,8,8,8,2,4
53,1,1,1,1,6,6,6,9,9,11,11,4,7
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09237314497679047,0.19185018555864325,0.18875515704621137,0.19212892323186054,0.19609540010635787,0.20326350661571793,0.18077764456189585,0.19773137286344003,0.18581937979100605,0.17943212128744823,0.1779367051490431,0.237839097320564,0.1854487985304093
NMI,0.38625785822080999,0.62397048146206913,0.59650407948026196,0.66644705764705237,0.70780142186338624,0.74391647585421961,0.64372864352173054,0.74956688524259618,0.72919645287875912,0.73145381653699315,0.73730211392483747,1.0,0.63528722640293456
