,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,4,1,0
1,0,0,0,0,6,6,6,6,6,6,6,2,1
2,2,3,3,4,4,4,4,4,4,4,4,1,0
3,1,1,1,3,3,3,3,3,1,1,12,3,2
4,0,0,4,4,4,4,4,4,4,4,4,1,0
5,1,1,1,1,1,1,1,1,1,1,1,3,3
6,0,0,0,0,6,6,6,6,6,6,6,2,1
7,1,1,1,1,1,1,1,1,6,6,6,3,2
8,1,1,1,1,1,1,8,9,10,10,10,3,3
9,2,3,3,3,3,3,3,3,8,5,12,1,0
10,2,3,3,4,4,4,3,3,8,5,12,1,0
11,1,1,1,1,1,1,1,1,1,1,1,3,2
12,2,2,4,2,2,2,2,2,2,11,11,0,4
13,1,1,1,1,1,1,1,1,1,1,1,3,2
14,0,2,2,2,2,2,2,2,2,2,5,0,4
15,2,2,2,2,2,2,2,2,2,2,5,0,4
16,2,2,2,2,2,2,2,2,2,11,11,0,4
17,2,2,2,2,2,2,2,2,2,2,5,0,4
18,2,2,2,2,2,2,2,2,2,2,5,0,4
19,2,2,2,2,2,2,2,2,2,11,11,0,4
20,0,3,2,3,3,3,8,8,3,3,3,0,5
21,2,2,0,2,6,6,6,6,6,2,5,0,1
22,0,2,2,3,3,3,8,8,3,3,3,0,5
23,2,3,4,5,5,5,5,5,5,5,2,4,6
24,2,1,4,5,5,5,5,5,5,5,2,4,6
25,1,1,1,1,1,1,1,1,1,1,1,3,2
26,0,0,4,5,5,5,5,9,9,9,9,4,6
27,1,1,1,1,1,1,1,1,1,1,1,3,2
28,1,1,1,1,1,1,1,1,1,1,1,3,2
29,1,1,1,1,1,1,1,1,1,1,1,3,2
30,2,3,3,3,3,3,3,8,8,3,8,1,5
31,2,3,3,3,3,3,3,3,8,8,8,1,0
32,0,3,3,3,3,3,8,8,3,3,3,0,5
33,2,3,3,3,3,3,3,3,8,8,8,1,0
34,0,0,0,0,0,0,0,4,0,0,0,4,3
35,2,2,2,4,4,4,4,4,4,4,4,1,0
36,0,3,0,1,1,0,5,9,10,10,10,3,3
37,2,2,4,5,5,6,2,5,2,1,1,4,3
38,0,0,0,0,0,6,3,3,4,4,4,4,3
39,1,1,1,1,1,1,1,1,1,1,1,3,2
40,0,3,3,2,6,7,7,7,7,7,7,2,1
41,1,1,1,0,6,7,7,7,7,7,7,2,1
42,1,1,1,0,6,7,7,7,7,7,7,2,1
43,2,2,4,5,5,5,5,9,9,9,9,4,6
44,1,1,1,1,1,1,1,1,1,1,1,3,2
45,0,0,4,5,5,5,5,9,9,9,9,4,6
46,2,0,4,5,5,5,5,5,5,5,2,4,6
47,1,1,1,1,1,1,1,1,1,1,1,3,3
48,1,1,1,1,1,1,1,1,1,1,1,3,2
49,1,1,1,1,1,1,1,1,1,1,1,3,2
50,2,2,4,5,5,5,5,5,5,5,2,4,6
51,2,2,4,5,5,5,5,5,5,5,2,4,6
52,2,1,4,5,5,5,5,1,1,1,2,4,6
53,1,1,4,5,5,5,5,1,1,1,2,4,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.06754068298791399,0.07979742482810068,0.11560110888421819,0.14490713100610364,0.14941714446097545,0.14248160199032386,0.12364521697922293,0.12118367621180741,0.11664061186710648,0.11603248818516954,0.11479149320806048,0.15886917586280908,0.13127521262292688
NMI,0.40346878831747074,0.43816877162088114,0.61400558495422164,0.77930046778506301,0.80715002885773623,0.73950183289714433,0.71060905410853248,0.64668242115710095,0.68676524682673046,0.64912185342361151,0.71274821013313561,1.0,0.79780805386480103
