,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,3,5,5,5,5,5,5,5,0,0
1,0,0,0,5,5,7,7,7,7,7,2,1
2,0,3,4,5,5,5,5,5,5,5,0,0
3,0,3,3,4,3,3,3,3,3,3,2,2
4,0,3,4,5,5,5,5,5,5,5,0,0
5,2,2,0,4,4,4,4,4,4,4,1,2
6,1,1,1,5,5,7,7,7,7,7,2,1
7,0,0,4,5,5,7,7,7,7,7,2,1
8,0,0,4,5,5,5,8,8,8,8,2,3
9,1,3,4,4,6,6,6,6,6,6,1,2
10,1,3,4,4,4,4,4,4,4,4,1,2
11,1,1,1,4,4,4,4,4,4,11,1,2
12,1,1,4,4,4,4,4,4,4,4,1,2
13,0,3,4,4,3,3,3,9,9,9,1,2
14,2,2,2,2,2,2,2,2,2,2,1,4
15,2,2,2,2,2,2,2,2,2,2,1,4
16,1,1,1,1,1,1,1,1,1,1,3,5
17,2,2,2,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,2,2,2,1,4
20,2,2,2,2,2,2,2,2,2,2,1,4
21,2,2,2,2,2,2,2,2,2,2,1,4
22,2,2,2,2,2,2,2,2,2,2,1,4
23,0,3,4,4,6,6,6,6,6,6,1,2
24,0,3,4,4,6,6,6,6,6,6,1,2
25,2,2,2,2,2,2,2,2,2,2,1,2
26,2,2,2,2,2,2,2,9,9,9,1,2
27,2,1,3,3,3,3,3,3,10,10,2,3
28,1,1,1,1,1,1,3,3,3,3,2,3
29,1,1,1,1,1,1,1,1,1,1,3,5
30,2,3,3,3,3,3,3,3,10,10,2,3
31,1,1,1,1,1,1,1,1,1,1,3,3
32,2,3,3,3,3,3,3,3,3,3,2,3
33,2,3,3,3,3,3,3,3,3,3,2,3
34,2,3,3,3,3,3,3,3,3,3,2,3
35,1,3,4,5,5,5,5,5,5,5,0,0
36,1,1,1,5,5,5,8,8,8,8,3,3
37,1,1,1,1,1,1,8,8,8,8,3,3
38,1,1,1,1,1,1,1,1,1,1,3,3
39,1,1,1,1,1,1,1,1,1,1,3,5
40,1,1,1,1,1,1,1,1,1,1,3,5
41,1,1,1,1,1,1,1,1,1,1,3,5
42,1,1,1,1,1,1,1,1,1,1,3,5
43,0,0,0,4,6,6,6,6,6,6,1,2
44,1,1,1,1,1,1,1,1,1,1,3,5
45,1,1,1,1,1,1,1,1,9,9,1,2
46,1,1,1,1,1,1,1,1,1,1,3,5
47,1,1,1,1,1,1,1,1,1,1,3,5
48,1,1,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,1,1,1,1,3,5
51,1,1,1,1,1,1,1,1,1,1,3,5
52,1,1,1,1,4,4,1,1,1,11,3,2
53,1,1,1,1,1,1,1,1,1,1,3,5
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.12813631744787296,0.1654664290558974,0.1654252992419371,0.18748538858742608,0.184770243891577,0.18470534149149437,0.18521220064747967,0.1791733745528592,0.17252062915547037,0.1689397059007517,0.20574519501464072,0.17038452052713413
NMI,0.35993633901974847,0.4807270038448398,0.53364728108748216,0.6434191988003598,0.58872120990651622,0.61409742296005965,0.71375406771787053,0.73274193996445469,0.75675629230473129,0.7257623347377482,1.0,0.68433168481356965
