,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,2,2,4,5,6,6,6,6,6,11,8
1,0,0,0,3,6,6,2,6,2,2,12
2,0,0,1,0,6,6,6,6,6,6,6
3,0,0,4,4,4,4,4,4,4,7,11
4,2,2,0,5,6,6,6,6,6,6,6
5,0,0,0,0,0,0,0,0,0,0,7
6,1,1,1,1,1,1,1,1,1,1,1
7,1,1,3,3,3,3,3,3,3,3,3
8,1,3,3,3,3,3,3,3,3,3,3
9,1,1,1,5,5,7,7,8,7,9,7
10,1,1,2,2,2,7,6,8,6,11,8
11,1,1,3,3,3,3,3,3,3,3,3
12,1,1,3,3,3,7,3,8,3,11,8
13,0,3,2,2,2,2,8,2,8,8,2
14,2,2,2,5,5,5,5,5,5,5,5
15,2,3,2,2,2,2,8,2,8,8,2
16,2,3,2,2,2,2,8,2,8,8,2
17,2,3,2,2,2,2,8,2,8,8,2
18,2,3,2,2,2,2,8,2,8,8,2
19,2,3,2,2,2,2,8,2,8,8,2
20,0,0,0,0,0,0,6,9,10,11,8
21,2,3,2,2,2,2,8,2,8,8,12
22,2,3,2,2,2,2,8,2,8,8,2
23,1,1,1,5,5,7,7,8,7,7,11
24,0,0,0,0,0,7,7,7,9,9,7
25,0,2,3,3,3,3,3,3,3,3,3
26,1,1,1,1,1,1,1,1,1,1,1
27,2,2,2,3,3,3,8,3,8,8,3
28,1,1,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1,1,1
30,1,1,1,1,1,1,1,1,1,1,1
31,2,0,4,4,6,6,4,9,10,10,10
32,2,3,4,4,4,4,4,4,4,4,4
33,0,3,3,4,6,6,2,9,10,10,10
34,0,2,4,4,3,3,3,8,7,7,11
35,2,0,0,0,6,6,6,6,6,6,6
36,0,3,3,3,3,3,3,3,3,3,3
37,0,3,3,3,3,7,7,7,9,9,7
38,1,1,1,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1,1,1,1
40,2,2,4,5,5,5,5,5,5,5,5
41,2,2,4,4,5,5,5,5,5,5,5
42,2,2,4,5,5,5,5,5,5,5,5
43,1,1,1,1,1,1,1,1,1,1,1
44,2,2,4,5,5,5,5,5,5,5,5
45,2,2,4,5,5,5,5,5,5,5,5
46,0,0,4,4,4,4,4,4,7,7,11
47,0,0,3,5,0,0,0,4,9,11,9
48,2,2,4,4,4,4,4,4,4,4,4
49,2,2,4,4,4,4,4,4,4,4,4
50,1,1,1,1,1,1,1,1,1,1,1
51,2,2,3,3,3,3,2,3,2,3,12
52,0,0,4,4,4,4,4,4,4,4,4
53,2,2,4,4,4,4,4,4,4,4,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
