,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,3,3,3,7,7,7,7,7,7,0,0
1,2,2,4,4,4,4,5,5,5,5,5,3,1
2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,2,2,2,2,2,2,2,2,2,2,2,2,1
4,0,3,3,3,3,7,7,7,7,7,7,0,0
5,2,0,0,5,5,5,5,5,5,5,5,2,2
6,0,3,3,5,5,5,5,5,5,5,5,1,3
7,0,0,4,4,5,5,8,8,8,8,8,4,4
8,0,0,4,4,5,5,8,8,8,8,8,4,4
9,2,2,2,2,2,2,2,2,2,2,2,2,1
10,2,2,2,2,2,2,2,2,2,2,2,2,1
11,0,0,0,0,5,0,0,9,9,9,9,4,2
12,0,0,0,5,5,5,5,5,5,5,5,1,3
13,2,2,2,2,2,2,2,2,2,2,2,2,2
14,1,3,3,3,3,3,3,3,3,3,3,1,3
15,1,3,3,3,3,3,3,3,3,3,3,1,3
16,0,0,0,5,6,6,6,6,6,6,6,3,5
17,2,3,3,3,3,3,3,3,3,3,3,1,3
18,1,3,3,3,3,3,3,3,3,3,3,1,3
19,0,0,0,0,6,6,8,8,9,10,12,1,2
20,1,3,3,3,3,3,3,3,3,3,3,1,3
21,1,3,3,3,3,3,3,3,3,3,3,1,3
22,1,3,3,3,3,3,3,3,3,3,3,1,3
23,2,2,2,2,2,2,2,2,2,2,2,2,1
24,0,0,0,0,0,0,0,0,0,0,0,0,2
25,0,3,3,3,3,6,3,3,3,3,3,1,5
26,1,3,3,3,3,3,3,3,3,3,3,1,3
27,0,0,0,0,6,6,8,8,9,10,12,1,2
28,1,1,4,4,4,1,1,1,1,11,1,4,6
29,1,1,1,1,1,1,1,1,1,1,1,4,6
30,2,2,2,2,2,2,2,2,2,2,2,2,1
31,2,2,2,2,2,2,2,2,10,11,11,2,2
32,2,2,2,2,2,2,2,2,2,2,2,2,1
33,2,2,2,2,2,2,2,2,2,2,2,2,1
34,1,2,2,2,2,2,2,2,10,11,11,2,2
35,0,3,3,3,3,7,7,7,7,7,7,0,0
36,1,3,1,1,1,1,8,8,8,8,8,4,4
37,0,0,1,1,1,1,1,1,10,1,10,4,2
38,1,1,1,1,6,1,1,1,1,1,1,4,5
39,1,1,1,1,6,6,6,6,6,6,6,4,5
40,1,1,4,4,4,4,4,4,4,4,4,3,7
41,0,1,4,4,4,4,4,4,4,4,4,3,2
42,1,1,4,4,4,4,4,4,4,4,4,3,7
43,1,1,4,4,4,4,4,4,4,4,4,3,7
44,1,1,1,1,1,1,1,1,1,1,1,4,6
45,1,1,4,4,6,6,6,6,6,6,6,3,5
46,1,3,1,1,1,1,1,1,10,1,10,4,2
47,1,1,1,1,1,1,1,1,1,1,1,4,6
48,1,1,1,1,1,1,1,1,1,1,1,4,6
49,1,1,1,1,1,1,1,1,1,1,1,4,6
50,1,1,4,4,4,4,4,4,4,4,4,3,5
51,1,1,1,1,6,6,6,6,6,6,1,4,5
52,0,0,0,0,0,0,6,9,9,9,9,4,2
53,1,1,1,1,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.15427520481775853,0.22277861004158947,0.23495189792937274,0.23168939293479676,0.22841605419237773,0.2358952027648768,0.23347128692618527,0.23700597439044205,0.2187764391818774,0.22716062819935964,0.2197438710213023,0.2701081084388867,0.2055655400208235
NMI,0.35946770216070434,0.51204488125008374,0.6761505070464946,0.68383456358085548,0.63266810776291804,0.7174179501492205,0.72740215546755604,0.73984768560628833,0.69336290360662933,0.72412835948389109,0.74336428219266693,1.0,0.58465848074653126
