,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,3,3,4,3,3,3,3,3,3,3,2,
1,0,3,3,5,6,6,6,6,6,6,6,2,
2,2,2,2,2,2,2,2,2,2,2,2,1,
3,2,2,2,2,2,2,2,2,2,2,2,1,
4,0,3,3,4,4,3,3,3,3,3,3,2,
5,2,3,4,4,6,6,8,8,8,8,8,2,
6,0,3,4,4,6,6,6,6,6,6,6,2,
7,0,3,4,4,6,6,6,6,6,6,6,2,
8,2,2,3,5,3,7,7,7,10,10,10,3,
9,2,2,2,2,2,2,4,7,7,7,7,1,
10,2,2,4,4,6,6,8,8,8,8,8,1,
11,0,3,4,4,6,6,8,8,8,8,8,2,
12,1,3,4,4,6,6,6,6,6,6,6,2,
13,0,0,0,0,0,7,7,9,10,9,9,1,
14,1,1,1,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,1,1,1,0,
23,2,2,2,3,5,7,5,5,7,7,7,1,
24,0,0,0,4,0,0,0,8,8,8,8,2,
25,1,1,1,1,1,1,1,1,1,1,1,0,
26,0,0,0,3,0,7,7,9,9,9,9,3,
27,2,2,2,3,6,6,5,8,8,11,11,1,
28,2,2,2,3,5,5,5,5,5,5,5,1,
29,1,3,3,3,5,5,5,5,5,5,5,3,
30,2,2,2,2,2,2,2,2,2,2,2,1,
31,2,2,2,2,2,2,2,2,2,2,2,1,
32,2,2,2,2,2,2,2,2,2,2,2,1,
33,2,2,2,2,2,2,2,2,2,2,2,1,
34,1,3,3,3,5,5,5,5,5,5,5,3,
35,0,3,3,1,3,3,3,3,3,3,3,2,
36,2,2,3,5,3,7,7,7,10,10,10,3,
37,0,0,0,5,3,7,7,7,0,11,11,3,
38,1,3,3,3,5,5,5,5,5,5,5,3,
39,2,3,3,5,3,7,7,7,10,10,10,3,
40,2,3,4,4,4,4,4,4,4,4,4,3,
41,0,0,4,5,4,4,4,4,4,4,4,3,
42,0,0,4,5,4,4,4,4,4,4,4,3,
43,2,3,4,5,4,4,4,4,4,4,4,3,
44,1,3,3,3,5,5,5,5,5,5,5,3,
45,2,3,3,5,3,7,7,7,10,10,10,3,
46,2,3,3,3,5,5,6,6,6,5,5,3,
47,2,3,3,5,3,7,7,7,10,10,10,3,
48,0,0,0,0,5,5,0,9,7,11,12,3,
49,1,3,3,3,5,5,5,5,10,5,5,3,
50,1,3,3,3,5,5,5,5,5,5,5,3,
51,1,3,3,3,5,5,5,9,9,9,9,3,
52,0,0,0,0,0,0,8,8,8,8,8,2,
53,1,3,3,5,5,7,7,7,10,10,10,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1059156634350788,0.17406994317895036,0.2001879785398523,0.18665613839290243,0.20765835691035797,0.2054785463013726,0.19372741393577045,0.19752199983923097,0.185739508085338,0.19580684425042102,0.19574348047338117,0.26162374956605416,
NMI,0.40253953574929613,0.61845903531427104,0.60766372580171901,0.59950568358352818,0.59601217930127603,0.68035305361338205,0.60295231113576486,0.61571077283511588,0.62117849126100577,0.66513957415552194,0.66555951484856102,1.0,
Silhoutte,-0.00360882,0.0849873,0.11830054,0.12612793,0.18519428,0.21672127,0.20655282,0.23265237,0.22376076,0.25691632,0.25039719,0.14525649,
