,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,0,0
1,1,3,4,4,4,4,0,0
2,2,2,4,5,5,5,0,0
3,1,1,1,1,1,1,0,1
4,2,2,2,5,5,5,0,0
5,0,0,4,4,4,4,0,0
6,1,3,4,4,4,4,0,0
7,0,0,0,5,6,6,0,0
8,1,1,1,5,6,6,0,0
9,1,1,4,4,4,7,0,0
10,0,3,3,3,3,3,0,2
11,1,3,3,3,3,3,0,1
12,0,3,3,3,4,4,0,2
13,1,3,3,3,3,3,0,1
14,2,2,2,2,2,2,1,0
15,2,2,2,2,2,2,1,3
16,0,0,0,0,0,7,1,0
17,2,2,2,2,2,2,1,3
18,2,2,2,2,2,2,1,3
19,2,2,2,2,2,2,1,3
20,2,2,2,2,2,2,1,3
21,2,2,2,2,2,2,1,0
22,1,1,1,1,1,1,2,4
23,0,3,3,3,3,3,0,2
24,0,3,3,3,3,3,0,2
25,1,1,1,1,1,1,2,4
26,2,2,2,2,2,2,1,0
27,1,1,1,1,1,1,2,4
28,1,1,1,1,1,1,2,4
29,1,1,1,1,1,1,2,4
30,1,1,4,4,6,7,0,1
31,1,1,1,1,1,1,2,4
32,1,1,1,1,1,1,2,1
33,1,1,1,1,1,1,2,4
34,1,1,1,1,1,1,2,4
35,1,1,1,1,1,1,2,1
36,1,1,1,1,1,1,2,4
37,1,1,1,1,1,1,2,4
38,1,1,1,1,1,1,2,4
39,1,1,1,1,1,1,2,4
40,1,1,1,1,1,1,2,4
41,1,1,1,3,3,1,2,1
42,1,1,1,1,1,1,2,4
43,99,99,99,99,99,99,99,99
44,1,1,1,1,1,1,2,4
45,1,1,1,1,1,1,2,4
46,1,1,1,1,1,1,2,4
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,2,4
49,1,1,1,1,1,1,2,4
50,1,1,1,1,1,1,2,1
51,1,1,1,1,1,1,2,4
52,1,1,1,1,1,1,2,1
53,1,1,1,1,1,1,2,4
54,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,2,1
Modularity,0.08152008764986851,0.10342941629834847,0.10345276935662953,0.10505612131803738,0.10415195216950017,0.10874334024871975,0.13006738752805264,0.08506906140621062
NMI,0.51142558271686556,0.59814974921620245,0.66597475077036861,0.73131067955674078,0.71368019641703473,0.72756206732255413,1.0,0.60551427893314025
