,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,3,3,3,3,3,1,0
1,2,3,3,3,3,6,1,0
2,99,99,99,99,99,99,99,99
3,1,1,4,3,3,6,3,1
4,2,3,3,3,3,3,1,0
5,1,1,1,1,1,1,3,2
6,0,3,3,3,5,5,1,0
7,1,1,1,1,1,1,3,3
8,1,1,1,1,1,1,3,3
9,99,99,99,99,99,99,99,99
10,1,1,1,1,1,1,3,3
11,1,1,1,1,1,1,3,4
12,1,1,1,1,1,1,3,3
13,1,1,1,1,1,1,3,3
14,1,1,1,1,1,1,3,3
15,1,1,1,1,1,1,3,3
16,1,1,1,1,1,1,3,3
17,1,1,1,1,1,1,3,3
18,1,1,1,1,1,1,3,3
19,1,1,1,1,1,1,3,3
20,1,1,1,1,1,1,3,3
21,1,1,1,1,1,1,3,3
22,1,1,1,1,1,1,3,3
23,2,2,4,3,3,6,3,1
24,0,0,4,5,4,4,4,2
25,2,2,4,3,4,4,4,2
26,2,2,2,2,2,2,4,5
27,2,2,2,2,2,2,4,5
28,1,1,1,1,1,1,3,3
29,2,2,2,2,2,2,4,5
30,2,2,2,2,2,2,4,4
31,2,2,2,1,1,1,4,4
32,1,1,1,1,1,1,4,4
33,2,2,2,2,2,2,4,5
34,2,2,2,2,2,2,4,5
35,0,3,3,3,3,3,1,2
36,1,1,1,1,1,1,3,3
37,0,3,4,4,6,7,4,2
38,2,3,4,4,6,7,4,2
39,2,2,2,2,6,7,4,5
40,1,1,1,5,5,5,4,6
41,1,1,1,5,5,5,4,6
42,1,3,3,5,5,5,4,6
43,2,2,2,2,2,2,4,5
44,2,2,2,2,2,2,4,5
45,2,2,2,2,2,2,4,5
46,2,2,2,2,2,2,4,5
47,2,3,4,4,6,7,4,2
48,2,2,2,2,2,2,4,5
49,2,2,2,2,2,2,4,5
50,2,2,2,2,2,4,4,5
51,2,2,2,2,2,2,4,5
52,2,2,2,2,2,2,4,2
53,2,2,2,2,2,2,4,5
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.10825649590426958,0.12138051437745949,0.12266250639522383,0.13615655797706194,0.13394500822702865,0.12590515675484998,0.1605811828802604,0.12335198323006796
NMI,0.45648808055052181,0.55909640135650596,0.58726295800833372,0.58937659364866946,0.58446898391061353,0.5931529740320538,1.0,0.61774910954243001
