,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,2,0,5,5,5,5,5,8,0,
1,2,0,4,5,5,7,8,8,8,1,
2,0,0,0,5,5,5,5,5,5,0,
3,1,3,3,3,3,7,3,3,3,2,
4,0,0,0,5,5,5,5,5,5,0,
5,1,1,1,1,1,1,1,1,1,1,
6,2,2,4,5,5,5,8,8,8,1,
7,0,0,0,0,6,6,6,6,6,1,
8,0,0,1,1,6,6,6,6,6,1,
9,1,3,3,3,3,3,3,3,3,2,
10,0,0,0,5,5,5,5,5,5,0,
11,1,1,1,1,1,1,1,1,1,1,
12,1,1,1,1,1,1,1,1,1,1,
13,1,3,2,2,2,7,7,7,7,3,
14,1,1,1,1,1,1,1,1,1,1,
15,1,3,3,3,3,3,3,3,3,2,
16,1,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,1,
19,1,3,3,3,3,3,3,3,3,2,
20,1,1,1,1,1,1,1,1,1,1,
21,0,0,4,5,5,5,8,8,8,1,
22,1,3,1,3,3,3,3,3,3,2,
23,2,2,2,2,2,2,7,7,7,3,
24,2,2,2,2,2,2,7,9,7,3,
25,1,1,1,1,1,1,1,1,1,1,
26,0,2,2,2,2,6,7,9,9,3,
27,2,2,4,4,4,2,2,2,2,3,
28,1,3,3,3,3,3,3,3,3,2,
29,2,2,4,4,4,4,2,2,2,3,
30,1,3,3,3,3,3,3,3,3,2,
31,1,3,3,3,3,3,3,3,3,2,
32,1,3,3,3,3,3,3,3,3,2,
33,1,3,3,3,3,3,3,3,3,2,
34,0,3,3,3,6,6,6,6,6,3,
35,2,0,4,5,5,5,5,5,5,0,
36,0,0,0,0,6,6,6,6,6,3,
37,0,0,4,4,4,7,7,9,10,3,
38,2,3,4,4,4,4,4,4,4,3,
39,2,2,4,4,4,4,4,4,4,3,
40,0,3,4,4,4,4,4,4,4,3,
41,2,1,4,4,4,4,4,4,4,3,
42,2,3,4,4,4,4,4,4,4,3,
43,2,2,2,2,2,2,7,9,9,3,
44,2,2,4,4,4,4,2,2,2,3,
45,2,2,2,5,6,6,7,9,9,3,
46,2,2,2,2,2,2,7,7,7,3,
47,1,1,1,1,1,1,1,1,1,1,
48,2,2,4,4,4,2,2,2,2,3,
49,2,2,4,4,6,6,2,2,2,3,
50,2,2,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,7,7,2,3,
52,2,2,2,2,2,2,7,2,2,3,
53,2,2,4,4,4,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.11591457910394426,0.11142834841009534,0.1366877024254244,0.13642464864427423,0.13637151247465937,0.11749664303835053,0.13291709980309738,0.12382556836477933,0.11988526953619344,0.1495324707657371,
NMI,0.41838298227508552,0.51646002000000812,0.5870219552326309,0.68936400578176549,0.72559667993890586,0.65822113182092234,0.75852394041322047,0.73689494707169656,0.70552588874809596,1.0,
Silhoutte,0.10673434,0.10383766,0.15152436,0.15379234,0.1623472,0.14822267,0.22449791,0.23089927,0.21403986,0.13662885,
