,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,3,3,3,3,3,3,0,0
1,0,3,3,3,3,3,3,0,0
2,0,3,3,3,3,3,3,0,0
3,2,2,2,5,5,5,5,1,1
4,0,3,3,3,3,3,3,0,0
5,1,1,1,1,1,1,1,1,1
6,2,3,3,3,3,3,3,0,2
7,1,3,3,5,5,5,5,1,1
8,0,0,4,2,6,6,6,4,3
9,1,1,1,5,5,5,5,1,1
10,1,1,1,5,5,5,5,1,1
11,0,0,0,0,0,0,8,4,2
12,1,1,1,1,1,1,1,1,1
13,1,1,1,5,5,5,5,1,4
14,1,1,1,5,5,5,5,1,1
15,1,1,1,1,1,1,1,1,4
16,2,2,2,1,1,7,7,1,2
17,1,1,1,1,1,1,1,1,4
18,1,1,1,1,1,1,1,1,4
19,1,1,1,1,1,1,1,1,4
20,1,1,1,1,1,1,1,1,4
21,1,1,1,1,1,1,1,1,4
22,1,1,1,1,1,1,1,1,4
23,0,2,2,5,5,5,5,1,5
24,2,2,2,5,5,5,5,4,5
25,99,99,99,99,99,99,99,99,99
26,1,1,1,1,1,1,1,1,4
27,1,1,1,1,1,1,1,1,4
28,1,2,1,1,1,1,1,1,1
29,2,2,2,2,2,2,2,4,6
30,2,2,4,4,4,4,4,4,7
31,2,2,4,4,4,4,4,4,7
32,2,2,4,4,4,4,4,4,7
33,2,2,4,4,4,4,4,4,7
34,0,0,0,2,2,2,2,4,2
35,1,3,3,3,3,3,3,0,1
36,0,0,2,2,6,6,6,4,3
37,99,99,99,99,99,99,99,99,99
38,0,0,0,0,0,7,7,1,2
39,1,0,0,0,0,0,0,4,2
40,2,2,2,2,2,2,2,4,5
41,2,1,2,2,2,2,2,4,5
42,99,99,99,99,99,99,99,99,99
43,2,2,2,5,2,2,2,4,5
44,2,2,2,2,2,2,2,4,5
45,99,99,99,99,99,99,99,99,99
46,2,2,2,2,2,6,2,4,6
47,99,99,99,99,99,99,99,99,99
48,1,3,2,2,6,6,6,4,3
49,2,2,2,2,2,2,2,4,5
50,2,2,2,2,2,2,2,4,6
51,2,2,2,5,5,5,5,4,5
52,1,1,1,5,5,5,5,1,1
53,2,2,2,2,2,2,2,4,6
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.10165411297372998,0.12129452794430798,0.13402893757454912,0.1453809417581094,0.13800674416770334,0.13352193541712987,0.13281060346537785,0.16160303853352362,0.10038537631839
NMI,0.33957392654163415,0.47383073086738858,0.60254573049130522,0.63369146550790978,0.63077998736452678,0.64200785732785748,0.64069033067938896,1.0,0.52191474926294201
