,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,2,2,4,5,6,6,6,6,6
1,1,3,3,3,3,3,3,3,8
2,2,2,4,5,6,6,6,6,6
3,2,2,4,5,5,5,5,9,9
4,2,2,4,5,6,6,6,6,6
5,2,3,2,3,3,3,8,8,10
6,1,3,3,3,3,3,3,3,8
7,0,3,3,3,3,3,8,8,3
8,0,3,3,3,3,3,8,8,3
9,2,2,4,5,5,5,5,5,5
10,1,3,4,5,5,5,5,5,5
11,2,2,4,2,2,2,2,7,10
12,1,3,3,3,3,3,3,3,8
13,2,2,4,5,5,5,5,5,5
14,2,2,2,2,2,2,2,2,2
15,2,2,2,2,2,2,2,2,2
16,1,1,1,4,4,4,4,4,4
17,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2,2
21,1,3,3,3,3,3,3,3,8
22,99,99,99,99,99,99,99,99,99
23,2,2,4,5,5,5,5,5,5
24,2,2,4,5,5,5,5,9,9
25,2,2,4,1,1,7,7,9,9
26,2,2,2,2,2,2,2,2,2
27,99,99,99,99,99,99,99,99,99
28,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1
30,2,3,3,1,1,7,7,7,7
31,2,3,3,4,3,7,7,7,7
32,1,3,3,1,3,7,7,7,7
33,2,2,4,5,6,6,6,6,6
34,1,1,1,1,1,1,1,1,1
35,2,2,4,5,6,6,6,6,6
36,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99
38,1,1,1,4,4,4,4,4,4
39,1,1,1,4,4,4,4,4,4
40,1,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1,1
42,99,99,99,99,99,99,99,99,99
43,1,1,3,1,1,1,1,1,1
44,1,1,1,4,4,4,4,4,4
45,99,99,99,99,99,99,99,99,99
46,1,1,1,4,4,4,4,4,4
47,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,1,1
49,1,1,1,4,4,4,4,4,4
50,1,1,2,1,1,1,1,1,1
51,1,1,1,1,1,1,1,9,9
52,0,0,0,0,1,3,0,8,10
53,1,1,2,1,1,1,8,8,10
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
