,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,2,2,2,2,6,6,6,7,7,7,4,0
1,0,0,0,2,0,1,5,9,10,10,10,4,0
2,2,2,2,2,2,6,6,6,7,7,11,4,0
3,2,2,4,4,6,2,2,2,2,2,2,1,1
4,0,0,2,2,2,6,6,6,7,7,7,4,0
5,2,2,2,2,2,6,7,7,9,9,11,4,0
6,0,0,2,2,2,1,5,9,10,10,10,4,0
7,0,0,0,0,0,0,8,9,8,8,8,4,2
8,0,0,0,0,0,0,8,8,8,8,8,3,2
9,0,3,3,3,3,3,3,7,9,9,3,2,2
10,2,2,2,5,5,7,7,7,9,9,9,0,1
11,2,2,2,5,5,7,7,7,9,9,9,0,1
12,2,2,2,2,2,7,7,7,9,9,9,0,1
13,2,2,2,2,6,2,2,2,2,2,2,1,1
14,2,2,4,4,4,4,4,4,4,4,4,1,3
15,2,3,4,4,4,4,4,4,4,4,4,1,3
16,2,2,4,4,4,6,7,7,9,4,11,1,1
17,2,2,4,4,4,4,4,4,4,4,4,1,3
18,2,2,4,4,4,4,4,4,4,4,4,1,3
19,0,3,4,4,4,4,4,4,4,4,4,1,3
20,2,2,4,4,4,4,4,4,4,4,4,1,3
21,2,2,2,2,2,6,7,9,10,10,11,1,0
22,2,3,4,4,4,4,4,4,4,4,4,1,3
23,0,2,0,2,6,2,2,2,2,2,2,1,1
24,2,2,1,1,6,2,2,2,2,2,2,1,1
25,1,2,1,1,6,2,2,2,2,2,2,1,1
26,2,2,2,2,6,2,2,2,2,2,2,1,1
27,1,1,1,1,1,1,1,1,1,11,12,1,2
28,0,3,3,3,3,3,3,3,3,3,3,2,4
29,1,1,1,1,1,1,1,1,1,11,12,2,2
30,0,3,3,3,3,3,3,3,3,3,3,2,4
31,2,3,3,3,3,3,3,3,3,3,3,2,4
32,0,3,3,3,3,3,3,3,3,3,3,2,4
33,2,3,3,3,3,3,3,3,3,3,3,2,4
34,2,3,3,3,3,3,3,3,3,3,12,2,2
35,0,0,2,2,2,6,6,6,7,7,7,4,0
36,1,1,1,5,1,1,1,1,8,8,8,3,2
37,0,2,4,4,6,7,7,9,6,6,6,3,2
38,1,1,1,1,6,1,1,1,1,11,12,2,2
39,1,1,1,1,1,1,1,5,5,5,5,3,2
40,1,1,1,1,1,5,8,8,6,6,6,3,5
41,0,2,2,5,5,5,8,8,6,6,6,3,5
42,1,2,2,5,5,5,8,8,6,6,6,3,5
43,1,1,1,1,1,1,1,1,1,1,1,3,6
44,1,1,1,1,1,1,1,1,1,1,1,3,6
45,1,1,1,1,1,1,1,1,1,1,1,3,6
46,1,1,1,5,5,7,5,5,5,5,5,0,1
47,0,0,0,0,6,7,7,9,6,6,6,3,2
48,1,1,1,1,1,1,1,1,1,1,1,3,6
49,1,1,1,1,1,1,1,1,1,1,1,3,1
50,1,1,1,5,5,7,5,5,5,5,5,0,1
51,0,0,0,5,5,7,5,5,5,5,5,0,2
52,1,1,2,2,2,6,6,6,7,7,7,4,0
53,1,1,1,1,1,1,1,1,1,1,1,3,2
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.13316151604108942,0.13483434999052898,0.1685224387525648,0.16107562824048963,0.16169901826106886,0.16422951786622167,0.16324656906979304,0.16255924876628533,0.15909676511353338,0.15391099385216056,0.14818118719862114,0.18992797220010618,0.1526699161684303
NMI,0.22385064293599652,0.36490949230469583,0.41995193656387653,0.57077704370962079,0.61892108212345687,0.63073297667134887,0.61388511430177561,0.60701102883490665,0.62068364394012465,0.68904875786493291,0.71128045896875103,1.0,0.57181878309248613
