,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,2,2,5,6,6,5,5,5,1,
1,0,0,4,4,4,3,3,7,7,1,
2,2,2,4,5,6,6,5,5,5,1,
3,0,0,4,4,4,4,4,4,4,1,
4,2,2,2,5,6,6,5,5,5,1,
5,0,3,3,3,3,7,7,3,3,1,
6,0,3,3,3,3,3,3,7,7,1,
7,0,3,3,3,3,3,3,7,7,1,
8,0,3,3,3,3,3,3,7,7,1,
9,0,0,4,4,4,4,4,8,8,6,
10,0,3,3,3,3,7,7,3,3,1,
11,99,99,99,99,99,99,99,99,99,99,
12,2,3,3,3,3,7,7,3,3,1,
13,0,0,4,5,5,5,6,6,6,2,
14,2,2,2,2,2,2,2,2,2,2,
15,2,2,2,2,2,2,2,2,2,2,
16,2,0,4,0,0,7,7,9,9,2,
17,2,2,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,2,2,
20,2,2,2,2,2,2,2,2,2,2,
21,2,2,2,2,2,2,2,2,2,2,
22,99,99,99,99,99,99,99,99,99,99,
23,0,0,0,5,5,5,8,8,8,2,
24,2,2,2,5,5,5,8,8,8,2,
25,0,0,0,5,5,5,6,6,6,2,
26,2,2,2,2,5,2,6,6,6,2,
27,1,1,1,1,1,1,1,1,10,4,
28,1,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,1,4,
30,2,3,4,4,4,4,4,4,4,6,
31,2,3,4,4,4,4,4,4,4,6,
32,1,1,1,1,1,1,1,1,1,4,
33,2,0,4,4,4,4,4,4,4,6,
34,99,99,99,99,99,99,99,99,99,99,
35,2,2,2,5,6,6,5,5,5,1,
36,99,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,9,9,4,
40,1,1,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,1,1,4,
42,1,1,1,1,1,1,1,1,1,4,
43,0,0,0,5,5,5,6,6,6,2,
44,99,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,7,7,9,9,4,
47,99,99,99,99,99,99,99,99,99,99,
48,1,3,3,3,3,1,1,9,1,4,
49,1,1,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,1,4,
52,1,3,3,3,3,7,7,9,9,4,
53,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.15217645842859473,0.14454396852545917,0.15777305413346165,0.17025950635285292,0.17106071360848862,0.17400980662651996,0.1674957532551899,0.15229956907686226,0.14299211350910498,0.18926848791596368,
NMI,0.57160427784632151,0.5385324712642543,0.6006946855426093,0.67144440137048433,0.73289192388582813,0.71739649162030605,0.70050214698701985,0.69925095099914358,0.69360448394260155,1.0,
Silhoutte,0.25180907,0.24636311,0.27374739,0.29949076,0.33549446,0.35335898,0.3618093,0.34374187,0.28109677,0.29113,
