,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,0,4,4,4,4,4,4,4,4,4,1,
1,0,0,0,0,6,6,6,6,6,6,6,2,
2,2,3,3,4,4,4,4,4,4,4,4,1,
3,1,1,1,3,3,3,3,3,1,1,12,3,
4,0,0,4,4,4,4,4,4,4,4,4,1,
5,1,1,1,1,1,1,1,1,1,1,1,3,
6,0,0,0,0,6,6,6,6,6,6,6,2,
7,1,1,1,1,1,1,1,1,6,6,6,3,
8,1,1,1,1,1,1,8,9,10,10,10,3,
9,2,3,3,3,3,3,3,3,8,5,12,1,
10,2,3,3,4,4,4,3,3,8,5,12,1,
11,1,1,1,1,1,1,1,1,1,1,1,3,
12,2,2,4,2,2,2,2,2,2,11,11,0,
13,1,1,1,1,1,1,1,1,1,1,1,3,
14,0,2,2,2,2,2,2,2,2,2,5,0,
15,2,2,2,2,2,2,2,2,2,2,5,0,
16,2,2,2,2,2,2,2,2,2,11,11,0,
17,2,2,2,2,2,2,2,2,2,2,5,0,
18,2,2,2,2,2,2,2,2,2,2,5,0,
19,2,2,2,2,2,2,2,2,2,11,11,0,
20,0,3,2,3,3,3,8,8,3,3,3,0,
21,2,2,0,2,6,6,6,6,6,2,5,0,
22,0,2,2,3,3,3,8,8,3,3,3,0,
23,2,3,4,5,5,5,5,5,5,5,2,4,
24,2,1,4,5,5,5,5,5,5,5,2,4,
25,1,1,1,1,1,1,1,1,1,1,1,3,
26,0,0,4,5,5,5,5,9,9,9,9,4,
27,1,1,1,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,1,1,1,3,
30,2,3,3,3,3,3,3,8,8,3,8,1,
31,2,3,3,3,3,3,3,3,8,8,8,1,
32,0,3,3,3,3,3,8,8,3,3,3,0,
33,2,3,3,3,3,3,3,3,8,8,8,1,
34,0,0,0,0,0,0,0,4,0,0,0,4,
35,2,2,2,4,4,4,4,4,4,4,4,1,
36,0,3,0,1,1,0,5,9,10,10,10,3,
37,2,2,4,5,5,6,2,5,2,1,1,4,
38,0,0,0,0,0,6,3,3,4,4,4,4,
39,1,1,1,1,1,1,1,1,1,1,1,3,
40,0,3,3,2,6,7,7,7,7,7,7,2,
41,1,1,1,0,6,7,7,7,7,7,7,2,
42,1,1,1,0,6,7,7,7,7,7,7,2,
43,2,2,4,5,5,5,5,9,9,9,9,4,
44,1,1,1,1,1,1,1,1,1,1,1,3,
45,0,0,4,5,5,5,5,9,9,9,9,4,
46,2,0,4,5,5,5,5,5,5,5,2,4,
47,1,1,1,1,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,1,1,1,3,
50,2,2,4,5,5,5,5,5,5,5,2,4,
51,2,2,4,5,5,5,5,5,5,5,2,4,
52,2,1,4,5,5,5,5,1,1,1,2,4,
53,1,1,4,5,5,5,5,1,1,1,2,4,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.06754068298791399,0.07979742482810068,0.11560110888421819,0.14490713100610364,0.14941714446097545,0.14248160199032386,0.12364521697922293,0.12118367621180741,0.11664061186710648,0.11603248818516954,0.11479149320806048,0.15886917586280908,
NMI,0.40346878831747074,0.43816877162088114,0.61400558495422164,0.77930046778506301,0.80715002885773623,0.73950183289714433,0.71060905410853248,0.64668242115710095,0.68676524682673046,0.64912185342361151,0.71274821013313561,1.0,
Silhoutte,0.01687914,0.04844031,0.07541888,0.12002641,0.13859328,0.16938422,0.17500491,0.190055,0.21490478,0.23863391,0.23148381,0.12435165,
