,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,0,0,0,6,6,6,3,0
1,99,99,99,99,99,99,99,99,99
2,0,0,0,0,6,6,6,3,0
3,1,1,1,1,1,1,1,6,1
4,1,1,1,4,6,6,6,3,0
5,2,2,2,5,5,5,5,3,2
6,2,2,2,2,2,2,2,2,3
7,2,0,4,4,4,4,4,3,4
8,0,0,4,4,4,4,4,3,4
9,0,3,3,3,3,3,3,2,2
10,0,2,2,4,4,4,4,3,2
11,0,0,0,0,0,0,0,3,2
12,2,2,2,2,2,2,2,2,5
13,2,0,4,4,6,7,7,1,6
14,0,0,4,5,5,5,5,3,2
15,2,2,2,2,2,2,2,2,3
16,2,2,2,2,2,2,2,2,3
17,2,2,2,2,2,2,2,2,3
18,2,2,2,2,2,2,2,2,3
19,2,2,2,2,2,2,2,2,3
20,2,3,3,3,3,3,3,2,3
21,2,2,2,2,2,2,2,2,3
22,2,2,2,2,2,2,2,2,3
23,0,0,0,5,5,5,5,3,2
24,1,1,1,1,1,1,1,6,1
25,1,1,1,1,1,1,1,6,1
26,0,0,4,4,6,7,7,1,6
27,1,1,1,1,1,1,1,6,5
28,2,3,3,3,3,3,3,2,5
29,1,1,1,5,5,5,1,6,5
30,2,3,3,3,3,3,3,2,7
31,2,3,3,3,3,3,3,2,7
32,2,3,3,3,3,3,3,2,7
33,2,3,3,3,3,3,3,2,7
34,1,1,1,1,4,4,8,6,4
35,0,0,0,5,6,6,6,3,0
36,1,1,1,1,1,1,1,6,4
37,1,1,1,1,1,1,1,6,1
38,1,1,1,1,1,1,1,6,8
39,1,1,1,1,1,1,8,6,4
40,1,1,1,1,1,1,1,6,1
41,1,1,1,1,1,1,1,6,1
42,99,99,99,99,99,99,99,99,99
43,0,0,0,0,0,4,8,3,2
44,1,1,1,1,1,1,1,6,1
45,1,1,4,4,1,7,7,6,8
46,99,99,99,99,99,99,99,99,99
47,1,1,1,1,4,4,4,6,8
48,1,1,1,1,1,1,1,6,8
49,1,1,1,1,1,1,1,6,1
50,1,1,1,1,1,1,1,6,8
51,1,1,1,1,1,1,1,6,8
52,1,1,1,1,1,1,8,6,2
53,1,1,1,1,1,1,1,6,1
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.1234401222330298,0.1258012339503446,0.12296769834683834,0.12411904045071054,0.12986090908561512,0.1290525755264201,0.12135263145480532,0.1450061816314729,0.09886282108835727
NMI,0.70184942758489899,0.73227251254414494,0.67538435848867895,0.72406570272495641,0.6985697208810322,0.70102114512039893,0.70074874356502348,1.0,0.60492900546060535
