,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,3,3,3,3,3,3,3,0,0
1,2,3,3,3,3,3,3,3,0,0
2,0,3,3,3,3,3,3,3,0,0
3,1,0,4,4,4,4,4,4,3,1
4,2,3,3,3,3,3,3,3,0,0
5,0,3,3,3,3,3,3,3,0,0
6,0,3,3,0,6,6,8,8,0,2
7,0,3,3,5,6,6,8,8,0,2
8,1,1,1,1,6,6,6,6,9,2
9,0,0,1,5,5,5,8,9,3,3
10,0,3,3,5,6,6,6,6,0,2
11,1,1,1,1,1,1,1,1,9,4
12,0,3,3,0,6,6,6,6,0,2
13,0,0,0,0,0,0,0,0,3,3
14,2,2,2,3,2,2,8,9,2,3
15,2,2,2,2,2,2,2,2,2,5
16,2,2,2,2,2,2,2,2,2,5
17,2,2,2,2,2,2,2,2,2,5
18,2,2,2,2,2,2,2,2,2,5
19,2,2,2,2,2,2,2,2,2,5
20,2,2,2,2,2,2,2,2,2,5
21,2,2,2,2,2,2,2,2,2,5
22,99,99,99,99,99,99,99,99,99,99
23,0,3,3,4,3,7,7,7,3,3
24,0,3,4,5,5,7,7,7,3,3
25,1,1,4,4,4,4,4,4,3,1
26,0,3,3,5,5,7,7,7,3,3
27,1,1,2,2,2,2,2,2,2,5
28,1,1,1,1,1,1,1,1,9,4
29,1,1,1,1,1,1,1,1,9,4
30,0,0,4,4,4,4,4,4,3,1
31,0,0,4,5,5,4,4,9,3,3
32,1,1,4,4,4,4,4,4,3,1
33,1,1,1,1,1,1,1,1,9,4
34,1,1,4,4,4,4,4,4,9,4
35,0,3,3,3,3,3,3,3,0,2
36,1,1,1,1,1,1,1,1,9,2
37,1,1,1,4,4,7,7,7,9,2
38,1,1,1,1,1,1,1,1,9,4
39,1,1,1,1,1,1,1,1,9,4
40,0,3,3,5,5,5,5,5,4,6
41,0,3,3,5,5,5,5,5,4,6
42,0,3,3,5,5,5,5,5,4,6
43,1,1,1,1,1,1,1,1,9,4
44,1,1,1,1,1,1,1,1,9,4
45,99,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,9,4
50,1,1,3,5,5,1,1,1,9,4
51,1,1,1,1,1,1,1,1,9,4
52,1,1,1,1,1,1,1,1,9,4
53,1,1,1,1,1,1,1,1,9,4
54,1,1,1,1,1,1,1,1,9,4
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.14080543107229873,0.1730850365174663,0.1645723640294572,0.15100658052893928,0.16987392290344902,0.17793987435807543,0.166968081630445,0.1666006117610478,0.19515632989461534,0.16499701898127694
NMI,0.59983636194884737,0.7203443988381768,0.70980755454511557,0.66313538608296052,0.70270207781684046,0.77164620630074832,0.73822717972916951,0.75332196132669826,1.0,0.80445911239538015
