,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,0,4,5,5,5,5,5,5,5
1,0,3,0,3,6,6,6,6,6,6
2,0,0,3,5,5,5,3,5,5,5
3,2,3,3,4,4,4,4,4,4,4
4,0,3,4,5,5,5,5,5,5,5
5,2,2,2,2,2,2,2,2,2,2
6,0,3,0,3,6,6,6,6,6,6
7,0,3,4,3,6,6,6,6,6,6
8,0,3,0,3,6,6,6,6,10,10
9,0,0,3,4,4,4,4,4,4,4
10,2,2,4,2,2,2,2,2,2,2
11,2,2,2,2,2,2,2,2,2,2
12,2,2,4,2,2,2,2,2,2,2
13,2,2,3,4,4,4,4,4,4,4
14,0,0,1,1,6,6,8,8,8,8
15,2,2,2,2,2,2,2,9,9,9
16,2,2,2,2,2,2,2,9,9,1
17,2,2,2,2,2,2,2,9,9,9
18,2,2,2,2,2,2,2,9,9,9
19,2,2,2,2,2,2,2,9,9,0
20,2,2,2,2,2,2,2,9,9,9
21,2,2,2,2,2,2,2,2,2,2
22,2,2,2,2,2,2,2,9,9,9
23,0,0,3,4,4,4,4,4,4,4
24,2,2,4,3,6,6,8,8,8,8
25,0,0,4,0,6,6,8,8,8,8
26,0,3,3,4,3,0,0,9,9,9
27,2,2,2,2,2,2,2,2,2,2
28,1,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1,1
30,0,3,3,4,4,3,3,3,3,3
31,1,3,3,3,3,3,3,3,3,3
32,0,3,3,3,3,3,3,3,3,3
33,1,3,4,3,3,3,3,3,3,3
34,1,1,1,1,1,1,1,1,1,1
35,0,0,4,5,5,5,5,5,5,5
36,1,1,1,1,1,1,1,1,10,10
37,0,0,0,0,3,7,7,9,9,11
38,1,1,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1,1,1
40,2,2,4,4,4,7,7,7,7,7
41,2,2,4,4,4,7,7,7,7,7
42,2,2,4,4,4,7,7,7,7,7
43,1,2,4,3,3,7,7,7,7,7
44,1,1,1,1,1,7,7,1,1,1
45,1,1,1,1,1,1,1,1,1,1
46,1,1,1,1,1,1,1,1,1,1
47,0,0,0,0,3,7,7,9,9,11
48,1,1,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1,1,1
50,1,3,3,3,3,3,3,3,3,3
51,1,1,1,1,1,1,1,1,1,1
52,1,1,1,1,1,1,1,1,1,1
53,1,1,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
