,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,0,4,4,4,4,4,4,2,0
1,1,1,1,5,5,5,5,5,2,1
2,0,0,0,5,5,0,6,9,2,0
3,1,1,1,1,1,1,1,1,1,2
4,0,0,4,4,4,4,4,4,2,0
5,1,1,4,4,4,4,4,4,2,0
6,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,2
8,0,0,4,5,5,7,7,7,3,0
9,2,2,4,5,5,0,0,9,1,0
10,1,1,1,1,1,1,1,1,1,2
11,1,1,1,1,1,1,1,1,1,1
12,1,1,1,4,4,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1
14,2,3,3,3,3,3,3,3,0,3
15,2,3,3,3,3,3,3,3,0,3
16,1,3,3,3,3,3,3,3,0,1
17,2,3,3,3,3,3,3,3,0,3
18,2,3,3,3,3,3,3,3,0,3
19,1,3,3,4,4,4,3,3,0,1
20,1,3,3,3,3,3,3,3,0,1
21,1,3,3,4,4,3,3,3,0,1
22,2,3,3,3,3,3,3,3,0,3
23,1,1,1,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1,1,2
25,2,2,2,2,2,2,2,2,3,4
26,1,3,3,3,3,3,3,3,0,4
27,1,1,1,1,1,1,1,1,1,2
28,2,1,1,1,2,2,1,1,3,4
29,2,2,2,2,2,2,2,2,3,4
30,0,0,4,5,5,5,5,5,2,0
31,0,0,4,5,5,5,5,9,2,0
32,0,0,4,5,5,5,5,5,2,0
33,2,2,2,2,2,2,2,2,3,4
34,2,0,4,5,5,2,5,5,3,0
35,1,1,4,4,4,4,8,8,3,4
36,0,0,4,5,4,7,7,7,3,0
37,2,2,2,2,2,2,2,2,3,5
38,2,2,2,2,2,2,2,2,3,5
39,2,2,2,2,2,2,2,2,3,5
40,2,2,2,2,6,6,6,6,3,5
41,2,0,2,2,6,6,6,6,3,5
42,2,2,2,2,6,6,6,6,3,5
43,2,2,2,2,6,6,6,6,3,4
44,2,2,2,2,2,2,2,2,3,5
45,2,2,2,2,2,2,2,2,3,5
46,1,1,1,1,1,1,1,1,1,2
47,0,0,0,0,2,5,5,0,3,5
48,2,2,2,2,2,2,2,2,3,5
49,2,2,2,2,2,2,2,2,3,4
50,1,1,1,1,1,1,1,1,1,2
51,2,2,4,4,6,7,7,7,3,5
52,1,1,4,4,4,4,8,8,1,4
53,2,2,2,2,2,6,8,8,3,5
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.10020333653744287,0.14282786801030037,0.14355824342082496,0.1507182812748586,0.13920803912215046,0.13493236503434575,0.1334715990826527,0.1345167588712002,0.1672894969831181,0.10208135665170012
NMI,0.44236367227454626,0.65758117601144417,0.65236500414203646,0.58779698081654552,0.62654895963002177,0.69131314696155977,0.67730556955095134,0.68811130129511611,1.0,0.55859882455341281
