,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,3,3,4,4,4,4,0,0
1,0,3,3,4,3,7,7,0,1
2,2,3,3,4,4,4,4,0,0
3,1,1,1,1,1,1,1,1,2
4,2,0,4,4,4,4,4,0,0
5,1,1,4,1,1,1,1,0,3
6,1,1,1,1,1,7,7,1,1
7,1,1,1,1,1,1,1,1,2
8,2,2,2,5,5,5,5,2,3
9,2,0,4,4,4,3,8,1,4
10,1,1,1,1,1,1,1,1,2
11,1,1,1,1,1,1,1,2,3
12,1,1,1,1,1,1,1,1,2
13,1,1,1,1,1,1,1,1,2
14,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,2
16,1,1,1,1,1,1,1,1,2
17,1,1,1,1,1,1,1,1,2
18,1,1,1,1,1,1,1,1,2
19,1,1,1,1,1,1,1,1,2
20,1,1,1,1,1,1,1,1,2
21,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,2
23,1,1,1,1,1,1,1,1,2
24,1,1,1,1,1,1,1,1,2
25,2,2,2,2,2,2,2,2,5
26,1,1,1,1,1,1,1,1,1
27,2,2,2,2,6,6,6,2,3
28,2,3,3,3,6,6,6,2,6
29,2,3,3,3,6,6,6,2,6
30,0,3,3,3,3,3,3,2,1
31,2,3,3,3,3,3,3,2,6
32,2,3,3,3,3,3,3,2,6
33,2,2,2,2,2,2,2,2,5
34,2,2,2,2,2,2,2,2,3
35,0,0,4,5,5,5,5,2,3
36,0,0,4,5,5,5,5,2,4
37,2,2,4,5,5,5,5,2,4
38,2,3,2,2,2,2,2,2,3
39,2,2,2,2,2,2,2,2,5
40,2,2,2,2,2,2,2,2,7
41,2,2,2,2,2,2,2,2,7
42,2,2,2,2,2,2,2,2,7
43,2,2,2,2,2,2,2,2,7
44,2,2,2,2,2,2,2,2,5
45,2,2,4,2,6,6,6,2,3
46,1,1,1,1,1,1,1,1,3
47,2,2,2,2,2,2,2,2,5
48,2,2,2,2,2,2,2,2,5
49,2,2,2,2,2,2,2,2,5
50,2,3,3,3,6,6,6,2,6
51,2,3,4,3,6,6,6,2,6
52,2,3,4,3,6,6,6,2,3
53,2,2,2,5,6,6,6,2,3
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.06313853199970582,0.063741578506804,0.06311619100090143,0.06871695507068687,0.06586597554107376,0.06459182180676716,0.0647589817793214,0.08296064057615354,0.04347140001714989
NMI,0.52354965175611323,0.53116653283841475,0.54363206412445397,0.63012118840289888,0.57387886583802972,0.57249303354686332,0.59868648847243766,1.0,0.49934525585509798
