,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,4,5,6,6,6,6,6,0,0
1,1,3,3,3,3,3,3,3,8,0,0
2,2,2,4,5,6,6,6,6,6,0,0
3,2,2,4,5,5,5,5,9,9,3,1
4,2,2,4,5,6,6,6,6,6,0,0
5,2,3,2,3,3,3,8,8,10,6,0
6,1,3,3,3,3,3,3,3,8,0,0
7,0,3,3,3,3,3,8,8,3,0,0
8,0,3,3,3,3,3,8,8,3,0,0
9,2,2,4,5,5,5,5,5,5,3,1
10,1,3,4,5,5,5,5,5,5,0,1
11,2,2,4,2,2,2,2,7,10,0,0
12,1,3,3,3,3,3,3,3,8,0,0
13,2,2,4,5,5,5,5,5,5,3,1
14,2,2,2,2,2,2,2,2,2,3,1
15,2,2,2,2,2,2,2,2,2,3,1
16,1,1,1,4,4,4,4,4,4,6,2
17,2,2,2,2,2,2,2,2,2,3,1
18,2,2,2,2,2,2,2,2,2,3,1
19,2,2,2,2,2,2,2,2,2,3,1
20,2,2,2,2,2,2,2,2,2,3,1
21,1,3,3,3,3,3,3,3,8,0,0
22,99,99,99,99,99,99,99,99,99,99,99
23,2,2,4,5,5,5,5,5,5,3,1
24,2,2,4,5,5,5,5,9,9,3,1
25,2,2,4,1,1,7,7,9,9,3,1
26,2,2,2,2,2,2,2,2,2,3,1
27,99,99,99,99,99,99,99,99,99,99,99
28,1,1,1,1,1,1,1,1,1,6,2
29,1,1,1,1,1,1,1,1,1,6,2
30,2,3,3,1,1,7,7,7,7,3,1
31,2,3,3,4,3,7,7,7,7,3,1
32,1,3,3,1,3,7,7,7,7,3,1
33,2,2,4,5,6,6,6,6,6,0,0
34,1,1,1,1,1,1,1,1,1,6,2
35,2,2,4,5,6,6,6,6,6,0,0
36,99,99,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99,99,99
38,1,1,1,4,4,4,4,4,4,6,2
39,1,1,1,4,4,4,4,4,4,6,2
40,1,1,1,1,1,1,1,1,1,6,2
41,1,1,1,1,1,1,1,1,1,6,2
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,3,1,1,1,1,1,1,6,2
44,1,1,1,4,4,4,4,4,4,6,2
45,99,99,99,99,99,99,99,99,99,99,99
46,1,1,1,4,4,4,4,4,4,6,2
47,99,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,1,1,6,2
49,1,1,1,4,4,4,4,4,4,6,2
50,1,1,2,1,1,1,1,1,1,6,2
51,1,1,1,1,1,1,1,9,9,6,2
52,0,0,0,0,1,3,0,8,10,0,0
53,1,1,2,1,1,1,8,8,10,6,0
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1300691996581921,0.17857292110443543,0.14284660973597046,0.1644143457849207,0.17260293308543107,0.18097265202472068,0.17438830752752957,0.16727978623328604,0.17157538502358255,0.22772312998657906,0.23308748519525446
NMI,0.41585605430169187,0.5708389787510777,0.46274598739403872,0.44568570694404896,0.45029972317751926,0.6295802119762558,0.60416583185879347,0.57181271416179436,0.60122284563654782,1.0,0.81119651103847246
