,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,3,4,3,3,3,3,3,3,3,2,0
1,0,3,3,5,6,6,6,6,6,6,6,2,1
2,2,2,2,2,2,2,2,2,2,2,2,1,2
3,2,2,2,2,2,2,2,2,2,2,2,1,3
4,0,3,3,4,4,3,3,3,3,3,3,2,0
5,2,3,4,4,6,6,8,8,8,8,8,2,1
6,0,3,4,4,6,6,6,6,6,6,6,2,1
7,0,3,4,4,6,6,6,6,6,6,6,2,1
8,2,2,3,5,3,7,7,7,10,10,10,3,4
9,2,2,2,2,2,2,4,7,7,7,7,1,5
10,2,2,4,4,6,6,8,8,8,8,8,1,1
11,0,3,4,4,6,6,8,8,8,8,8,2,1
12,1,3,4,4,6,6,6,6,6,6,6,2,1
13,0,0,0,0,0,7,7,9,10,9,9,1,5
14,1,1,1,1,1,1,1,1,1,1,1,0,6
15,1,1,1,1,1,1,1,1,1,1,1,0,6
16,1,1,1,1,1,1,1,1,1,1,1,0,6
17,1,1,1,1,1,1,1,1,1,1,1,0,6
18,1,1,1,1,1,1,1,1,1,1,1,0,6
19,1,1,1,1,1,1,1,1,1,1,1,0,6
20,1,1,1,1,1,1,1,1,1,1,1,0,6
21,1,1,1,1,1,1,1,1,1,1,1,0,6
22,1,1,1,1,1,1,1,1,1,1,1,0,6
23,2,2,2,3,5,7,5,5,7,7,7,1,5
24,0,0,0,4,0,0,0,8,8,8,8,2,5
25,1,1,1,1,1,1,1,1,1,1,1,0,6
26,0,0,0,3,0,7,7,9,9,9,9,3,5
27,2,2,2,3,6,6,5,8,8,11,11,1,3
28,2,2,2,3,5,5,5,5,5,5,5,1,3
29,1,3,3,3,5,5,5,5,5,5,5,3,3
30,2,2,2,2,2,2,2,2,2,2,2,1,2
31,2,2,2,2,2,2,2,2,2,2,2,1,2
32,2,2,2,2,2,2,2,2,2,2,2,1,2
33,2,2,2,2,2,2,2,2,2,2,2,1,2
34,1,3,3,3,5,5,5,5,5,5,5,3,4
35,0,3,3,1,3,3,3,3,3,3,3,2,0
36,2,2,3,5,3,7,7,7,10,10,10,3,4
37,0,0,0,5,3,7,7,7,0,11,11,3,5
38,1,3,3,3,5,5,5,5,5,5,5,3,4
39,2,3,3,5,3,7,7,7,10,10,10,3,4
40,2,3,4,4,4,4,4,4,4,4,4,3,7
41,0,0,4,5,4,4,4,4,4,4,4,3,7
42,0,0,4,5,4,4,4,4,4,4,4,3,7
43,2,3,4,5,4,4,4,4,4,4,4,3,7
44,1,3,3,3,5,5,5,5,5,5,5,3,4
45,2,3,3,5,3,7,7,7,10,10,10,3,4
46,2,3,3,3,5,5,6,6,6,5,5,3,4
47,2,3,3,5,3,7,7,7,10,10,10,3,4
48,0,0,0,0,5,5,0,9,7,11,12,3,5
49,1,3,3,3,5,5,5,5,10,5,5,3,4
50,1,3,3,3,5,5,5,5,5,5,5,3,3
51,1,3,3,3,5,5,5,9,9,9,9,3,4
52,0,0,0,0,0,0,8,8,8,8,8,2,5
53,1,3,3,5,5,7,7,7,10,10,10,3,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1059156634350788,0.17406994317895036,0.2001879785398523,0.18665613839290243,0.20765835691035797,0.2054785463013726,0.19372741393577045,0.19752199983923097,0.185739508085338,0.19580684425042102,0.19574348047338117,0.26162374956605416,0.20127110422458128
NMI,0.40253953574929613,0.61845903531427104,0.60766372580171901,0.59950568358352818,0.59601217930127603,0.68035305361338205,0.60295231113576486,0.61571077283511588,0.62117849126100577,0.66513957415552194,0.66555951484856102,1.0,0.6512085495327864
