,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,2,0,5,5,5,5,5,5,0,
1,2,0,4,5,5,7,7,7,8,2,
2,1,3,1,3,5,5,5,5,5,1,
3,1,3,3,3,3,3,3,3,3,2,
4,0,0,0,5,5,5,5,5,5,0,
5,1,1,1,1,1,1,1,1,1,1,
6,2,2,4,5,5,7,7,7,8,2,
7,0,0,0,5,6,6,6,6,6,2,
8,1,1,1,5,6,6,6,6,6,1,
9,1,3,3,3,3,3,3,3,3,2,
10,2,2,0,5,5,5,5,5,5,0,
11,1,1,1,1,1,1,1,1,1,1,
12,1,1,1,1,1,1,1,1,1,1,
13,1,3,2,2,2,2,2,2,7,2,
14,1,1,1,1,1,1,1,1,1,1,
15,1,3,3,3,3,3,3,3,3,2,
16,1,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,1,
19,1,3,3,3,3,3,3,3,3,2,
20,1,1,1,1,1,1,1,1,1,1,
21,0,0,4,5,5,7,7,7,8,2,
22,1,3,3,3,3,3,3,3,10,1,
23,2,2,2,2,2,2,2,2,7,3,
24,2,2,2,2,2,2,2,2,7,3,
25,1,1,1,1,1,1,1,1,1,1,
26,0,2,2,2,2,2,2,9,9,3,
27,2,2,4,4,4,4,8,4,2,3,
28,1,1,3,3,3,3,3,3,3,1,
29,2,2,4,4,4,4,8,4,2,3,
30,1,3,3,3,3,3,3,3,3,2,
31,1,3,3,3,3,3,3,3,3,1,
32,1,3,3,3,3,3,3,3,3,1,
33,1,3,3,3,3,3,3,3,3,2,
34,0,3,3,5,6,6,6,6,6,2,
35,2,2,4,4,5,5,8,4,2,3,
36,0,0,0,5,6,6,6,6,6,3,
37,0,0,4,4,4,4,8,9,10,3,
38,2,3,4,4,4,4,4,8,4,3,
39,2,3,4,4,4,4,8,8,4,3,
40,0,3,4,4,4,4,4,8,4,3,
41,2,1,4,4,4,4,4,8,4,3,
42,2,3,4,4,4,4,4,8,4,3,
43,2,2,2,2,2,2,2,9,9,3,
44,2,2,4,4,4,4,8,4,2,3,
45,2,2,2,2,6,6,2,9,9,3,
46,2,2,2,2,2,2,2,2,7,3,
47,1,1,1,1,1,1,1,1,1,1,
48,2,2,4,4,4,7,8,4,2,3,
49,2,2,4,4,4,4,8,4,2,3,
50,2,2,2,2,2,2,8,4,2,3,
51,2,2,2,2,2,2,2,2,7,3,
52,2,2,2,2,2,2,2,2,7,3,
53,2,2,4,4,4,4,8,4,2,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.10633980403604842,0.09864357860644306,0.1358018212370813,0.14376517856096868,0.13596030935663395,0.1337192920854727,0.13547416155860229,0.12647227550640022,0.12237520119649954,0.1481723392929653,
NMI,0.52047769209431671,0.42988437588369044,0.57747346010989864,0.57353121958364817,0.51356666988607891,0.53412190160229911,0.5913356378687058,0.57694139765240327,0.56243930157422661,1.0,
Silhoutte,0.0998897,0.09019962,0.15054589,0.15216657,0.16320031,0.18947187,0.22061965,0.24391012,0.24075115,0.14508562,
