,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,1,1,5,5,5,5,5,5,0,0
1,0,0,0,4,6,6,6,9,9,0,1
2,1,1,1,5,5,5,5,5,5,0,0
3,1,1,4,4,4,4,1,1,1,1,2
4,1,1,1,5,5,5,5,5,5,0,0
5,1,1,1,1,1,1,1,1,1,0,3
6,1,1,1,1,1,1,6,9,9,0,1
7,1,1,1,1,6,6,6,6,6,0,1
8,1,2,1,1,6,6,6,6,6,3,1
9,1,1,1,1,1,1,1,1,1,1,2
10,1,1,1,1,1,1,1,1,1,1,2
11,2,2,1,5,5,7,7,7,10,3,1
12,1,1,1,1,1,1,1,1,1,0,2
13,1,1,1,1,1,1,1,1,1,1,2
14,1,1,1,1,1,1,1,1,1,1,2
15,1,1,1,1,1,1,1,1,1,1,2
16,1,1,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,1,1,1,3
18,1,1,1,1,1,1,1,1,1,1,3
19,1,1,1,1,1,1,1,1,1,0,3
20,1,1,1,1,1,1,1,1,1,1,3
21,1,1,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,1,1,1,3
23,2,2,4,4,4,4,8,8,8,1,2
24,2,2,4,4,4,4,4,4,4,1,2
25,1,1,4,4,4,4,4,4,4,1,2
26,2,2,4,4,4,1,8,8,8,1,2
27,2,2,2,2,2,2,7,7,7,3,0
28,2,3,3,3,3,3,3,3,3,2,0
29,2,3,3,3,3,3,3,3,3,2,0
30,1,3,3,3,3,3,3,3,3,2,0
31,0,3,3,3,3,3,3,3,3,2,4
32,0,3,3,3,3,3,3,3,3,2,4
33,0,3,3,3,3,3,3,3,3,2,4
34,0,3,3,3,3,3,3,3,3,2,4
35,1,1,1,5,5,5,5,5,5,0,0
36,2,2,2,2,6,6,6,6,6,3,1
37,0,0,0,0,0,7,7,7,2,3,5
38,2,2,2,2,2,2,7,7,7,3,1
39,2,2,2,2,2,2,2,2,7,3,1
40,2,2,2,2,2,2,2,2,7,3,5
41,2,2,2,2,2,2,2,2,7,3,5
42,2,2,2,2,2,2,2,2,7,3,5
43,2,2,4,4,4,4,4,4,4,1,2
44,2,2,2,2,2,2,7,7,7,3,1
45,2,2,4,4,4,6,8,8,8,1,2
46,1,1,1,1,1,1,1,1,1,3,1
47,2,2,4,2,2,7,7,7,2,3,5
48,2,2,2,2,2,7,7,7,10,3,1
49,2,3,3,3,3,3,3,3,3,2,0
50,1,1,4,4,4,4,8,8,8,1,2
51,0,0,4,4,4,4,4,4,4,3,1
52,0,0,0,5,5,7,7,7,10,3,1
53,1,1,2,2,2,2,2,2,7,3,1
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.07391398765919552,0.09021979096079094,0.11198808090248236,0.11688265298556973,0.11647002463456833,0.10736469414162636,0.10572757455622522,0.10440267159271516,0.10670753726464297,0.12634453589466677,0.08633571326602954
NMI,0.27358005649528605,0.54293080931928273,0.57441577588240289,0.56959469597975276,0.58962136800579523,0.59159220905530163,0.61504925790784493,0.62183238173734423,0.61240033707353714,1.0,0.58286460202763901
