,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,3,3,3,3,7,7,7,7,7,7,0,
1,2,2,4,4,4,4,4,4,4,4,8,2,
2,2,2,2,2,2,2,2,2,2,2,2,1,
3,2,2,2,2,2,2,2,2,2,2,2,1,
4,0,3,3,3,3,7,7,7,7,7,7,0,
5,2,0,0,5,6,6,8,8,8,8,8,1,
6,0,0,0,5,6,6,8,8,8,8,8,3,
7,0,0,4,0,6,6,6,6,6,6,6,4,
8,0,0,4,1,6,6,6,6,6,6,6,4,
9,2,2,2,2,2,2,2,2,2,2,2,1,
10,2,2,2,2,2,2,2,2,2,2,2,1,
11,0,0,0,0,6,6,8,9,9,9,9,4,
12,0,0,0,5,6,6,8,8,8,8,8,3,
13,2,2,2,2,2,2,2,2,2,11,11,1,
14,1,3,3,3,3,3,3,3,3,3,3,3,
15,1,3,3,3,3,3,3,3,3,3,3,3,
16,2,0,0,5,5,5,5,5,5,5,5,3,
17,2,3,3,3,3,3,3,3,3,3,3,3,
18,1,3,3,3,3,3,3,3,3,3,3,3,
19,0,0,0,0,6,7,7,9,10,10,12,3,
20,1,3,3,3,3,3,3,3,3,3,3,3,
21,1,3,3,3,3,3,3,3,3,3,3,3,
22,1,3,3,3,3,3,3,3,3,3,3,3,
23,2,2,2,2,2,2,2,2,2,2,2,1,
24,0,0,0,0,0,0,0,0,0,0,0,0,
25,2,3,3,5,5,5,5,5,5,5,5,3,
26,1,3,3,3,3,3,3,3,3,3,3,3,
27,0,0,0,0,6,7,7,9,10,10,12,3,
28,1,1,4,4,4,4,4,4,4,4,1,4,
29,1,1,1,1,1,1,1,1,1,1,1,4,
30,2,2,2,2,2,2,2,2,2,2,2,1,
31,2,2,2,2,2,2,2,2,2,11,11,1,
32,2,2,2,2,2,2,2,2,2,2,2,1,
33,2,2,2,2,2,2,2,2,2,2,2,1,
34,1,2,4,4,4,4,4,2,2,0,1,1,
35,0,3,3,3,3,7,7,7,7,7,7,0,
36,1,3,1,1,1,1,6,6,6,6,6,4,
37,0,0,1,1,1,1,1,1,1,9,10,4,
38,1,1,1,5,5,1,1,1,1,1,1,4,
39,2,1,1,5,5,5,5,5,5,5,5,4,
40,1,1,4,4,4,4,4,4,4,4,4,2,
41,0,1,4,4,4,4,4,4,4,4,4,2,
42,1,1,4,4,4,4,4,4,4,4,4,2,
43,1,1,4,4,4,4,4,4,4,4,4,2,
44,1,1,1,1,1,1,1,1,1,1,1,4,
45,2,1,4,5,5,5,5,5,5,5,5,3,
46,1,3,1,1,1,1,1,1,1,1,10,4,
47,1,1,1,1,1,1,1,1,1,1,1,4,
48,1,1,1,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,1,1,1,4,
50,1,1,4,4,4,4,4,4,4,4,4,2,
51,1,1,1,1,5,5,5,5,5,5,5,4,
52,0,0,0,0,0,0,0,9,9,9,9,4,
53,1,1,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.14462687265503715,0.22104044589282604,0.229063906688426,0.224938520628483,0.23045857060991512,0.23855018620519788,0.23437680302237626,0.23785321153679326,0.23846620273273464,0.2133205392879502,0.21278688941755297,0.2619888680545061,
NMI,0.29049221384803842,0.48513370558347041,0.61185664684237029,0.62582933417030506,0.60865853220519128,0.64858473792121907,0.65362340435923616,0.72159777658262458,0.74150280119976819,0.70333102372968759,0.68645472117103679,1.0,
Silhoutte,0.0038409,0.09336237,0.10971907,0.1280131,0.14156956,0.18569,0.20989774,0.24655917,0.29115049,0.26982128,0.31836356,0.13288708,
