,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,1,1,1,5,5,5,5,5,5,5,5
1,2,2,2,5,5,5,5,5,10,10,10
2,1,3,3,5,5,5,5,5,5,5,5
3,0,0,4,4,4,4,4,4,4,4,4
4,1,3,3,5,5,5,5,5,5,5,5
5,0,0,0,0,0,0,0,0,0,10,10
6,0,3,3,3,3,3,3,3,3,3,3
7,2,2,2,2,2,2,7,7,7,11,11
8,2,2,2,2,2,2,2,2,2,2,2
9,1,3,3,5,0,7,7,7,7,7,7
10,0,1,1,1,5,5,5,5,5,5,5
11,2,2,2,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2,2,2,2
13,0,1,1,1,1,1,8,1,1,1,1
14,1,1,1,5,6,6,6,6,6,6,6
15,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,1,1
20,0,1,4,4,0,0,8,8,8,8,8
21,1,1,1,1,1,1,1,1,1,10,10
22,1,1,1,1,1,1,1,1,1,1,1
23,0,0,0,0,0,7,7,7,7,7,12
24,0,0,1,5,5,7,7,7,7,7,7
25,2,2,2,2,2,2,2,2,2,2,2
26,1,3,3,3,3,3,8,1,8,8,8
27,2,2,4,2,2,2,2,2,2,2,2
28,0,3,3,3,3,3,3,3,3,3,3
29,0,3,3,3,3,3,3,3,3,3,3
30,0,3,3,3,3,3,3,3,3,3,3
31,0,1,4,4,4,4,8,8,8,8,8
32,1,1,4,4,4,4,4,4,1,1,1
33,0,0,4,4,4,7,8,8,8,8,8
34,2,2,4,2,2,2,2,2,2,2,2
35,1,0,0,5,5,5,5,5,5,5,5
36,2,2,2,2,2,2,2,2,2,2,2
37,2,2,2,2,2,7,7,7,7,7,7
38,0,3,3,3,3,3,3,3,3,3,3
39,0,3,3,3,3,3,3,3,3,3,3
40,1,1,4,5,6,6,6,6,6,6,6
41,2,2,4,4,6,6,6,9,9,9,9
42,1,1,4,5,6,6,6,6,6,6,6
43,1,3,3,3,3,3,3,3,3,3,3
44,1,1,4,5,6,6,6,6,6,6,6
45,1,2,4,5,6,6,6,6,6,6,9
46,0,0,4,4,4,4,4,4,4,4,4
47,0,0,0,0,0,4,4,4,10,11,11
48,2,2,4,4,6,4,4,9,9,9,9
49,2,2,4,4,4,4,4,9,9,9,9
50,0,3,3,3,3,3,3,3,3,3,3
51,2,2,2,2,2,2,2,9,9,9,9
52,0,0,4,4,4,4,4,9,9,9,9
53,2,2,4,4,4,4,4,9,9,9,9
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
