,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,1,5,5,5,5,5,5,5,5,1,
1,2,2,2,5,5,5,5,5,10,10,10,2,
2,1,3,3,5,5,5,5,5,5,5,5,1,
3,0,0,4,4,4,4,4,4,4,4,4,1,
4,1,3,3,5,5,5,5,5,5,5,5,1,
5,0,0,0,0,0,0,0,0,0,10,10,3,
6,0,3,3,3,3,3,3,3,3,3,3,0,
7,2,2,2,2,2,2,7,7,7,11,11,2,
8,2,2,2,2,2,2,2,2,2,2,2,2,
9,1,3,3,5,0,7,7,7,7,7,7,1,
10,0,1,1,1,5,5,5,5,5,5,5,1,
11,2,2,2,2,2,2,2,2,2,2,2,2,
12,2,2,2,2,2,2,2,2,2,2,2,2,
13,0,1,1,1,1,1,8,1,1,1,1,3,
14,1,1,1,5,6,6,6,6,6,6,6,3,
15,1,1,1,1,1,1,1,1,1,1,1,3,
16,1,1,1,1,1,1,1,1,1,1,1,3,
17,1,1,1,1,1,1,1,1,1,1,1,3,
18,1,1,1,1,1,1,1,1,1,1,1,3,
19,1,1,1,1,1,1,1,1,1,1,1,3,
20,0,1,4,4,0,0,8,8,8,8,8,1,
21,1,1,1,1,1,1,1,1,1,10,10,3,
22,1,1,1,1,1,1,1,1,1,1,1,3,
23,0,0,0,0,0,7,7,7,7,7,12,1,
24,0,0,1,5,5,7,7,7,7,7,7,1,
25,2,2,2,2,2,2,2,2,2,2,2,2,
26,1,3,3,3,3,3,8,1,8,8,8,0,
27,2,2,4,2,2,2,2,2,2,2,2,2,
28,0,3,3,3,3,3,3,3,3,3,3,0,
29,0,3,3,3,3,3,3,3,3,3,3,0,
30,0,3,3,3,3,3,3,3,3,3,3,0,
31,0,1,4,4,4,4,8,8,8,8,8,1,
32,1,1,4,4,4,4,4,4,1,1,1,3,
33,0,0,4,4,4,7,8,8,8,8,8,1,
34,2,2,4,2,2,2,2,2,2,2,2,2,
35,1,0,0,5,5,5,5,5,5,5,5,1,
36,2,2,2,2,2,2,2,2,2,2,2,2,
37,2,2,2,2,2,7,7,7,7,7,7,2,
38,0,3,3,3,3,3,3,3,3,3,3,0,
39,0,3,3,3,3,3,3,3,3,3,3,0,
40,1,1,4,5,6,6,6,6,6,6,6,3,
41,2,2,4,4,6,6,6,9,9,9,9,2,
42,1,1,4,5,6,6,6,6,6,6,6,3,
43,1,3,3,3,3,3,3,3,3,3,3,0,
44,1,1,4,5,6,6,6,6,6,6,6,3,
45,1,2,4,5,6,6,6,6,6,6,9,3,
46,0,0,4,4,4,4,4,4,4,4,4,1,
47,0,0,0,0,0,4,4,4,10,11,11,0,
48,2,2,4,4,6,4,4,9,9,9,9,2,
49,2,2,4,4,4,4,4,9,9,9,9,2,
50,0,3,3,3,3,3,3,3,3,3,3,0,
51,2,2,2,2,2,2,2,9,9,9,9,2,
52,0,0,4,4,4,4,4,9,9,9,9,1,
53,2,2,4,4,4,4,4,9,9,9,9,2,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09735621017833454,0.12140535882562395,0.11433535758904305,0.13808884700479804,0.14677326587007788,0.14437366230124954,0.1292761713627927,0.1324828013766325,0.12538937922711227,0.12278963683626826,0.12040866403633572,0.16656823814456717,
NMI,0.58843324598224955,0.65467449118040244,0.4853284950699035,0.56063383316220816,0.62804433967228601,0.601419022282629,0.54978436721390045,0.61872573985268753,0.6773695282531873,0.66269919661215471,0.63161311231723316,1.0,
Silhoutte,0.03830465,0.07242875,0.0572689,0.10631615,0.15338264,0.1531029,0.17047,0.18891206,0.17977308,0.17214876,0.17792313,0.1134403,
