,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,3,3,3,3,3,3,3,3,0,
1,1,3,3,3,6,7,7,7,7,0,
2,1,3,3,3,3,3,3,3,3,0,
3,2,2,2,5,5,5,5,5,5,2,
4,2,3,3,3,3,3,3,3,3,0,
5,0,3,3,3,3,3,3,3,3,0,
6,0,0,0,4,6,7,7,7,7,2,
7,0,0,4,4,6,6,6,6,6,1,
8,0,0,4,4,6,6,6,6,6,1,
9,2,2,2,5,5,5,5,5,5,2,
10,2,2,2,5,5,5,5,5,5,2,
11,0,3,3,3,3,3,3,9,9,0,
12,2,2,2,5,6,7,7,7,7,2,
13,2,2,2,5,5,5,5,5,5,2,
14,2,2,2,5,2,5,5,5,5,2,
15,2,2,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,2,2,
17,2,2,3,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,2,2,
19,0,0,4,2,2,2,8,8,8,2,
20,2,3,4,4,4,4,4,4,4,2,
21,2,2,2,2,6,7,7,7,7,2,
22,1,1,1,1,2,2,2,2,2,4,
23,2,2,2,5,5,5,5,5,5,2,
24,2,2,2,5,5,5,5,5,5,2,
25,1,2,2,5,5,5,8,8,8,2,
26,2,2,2,2,2,2,2,2,2,2,
27,2,3,3,3,3,3,3,3,3,0,
28,1,1,1,1,1,1,1,1,1,4,
29,1,1,1,1,1,1,1,1,1,4,
30,1,1,4,4,4,4,4,4,4,2,
31,0,0,4,4,4,4,4,4,4,2,
32,1,1,4,4,4,4,4,4,4,4,
33,1,1,3,3,3,3,3,3,3,0,
34,1,1,1,1,1,1,1,1,1,4,
35,0,3,3,3,3,3,3,3,3,0,
36,1,1,1,1,1,1,1,1,1,4,
37,2,1,1,2,6,7,8,9,10,4,
38,1,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,1,1,4,
42,1,1,1,1,1,1,1,1,1,4,
43,1,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,1,4,
46,0,0,0,3,6,4,8,9,10,4,
47,99,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,1,4,
51,1,1,1,1,1,1,1,1,1,4,
52,0,0,0,0,5,5,0,9,9,0,
53,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,1,1,1,4,
Modularity,0.07499894987827152,0.11962492735683608,0.12073264783605293,0.11599247344192262,0.12458594461712519,0.11997801287389313,0.12047790400289059,0.11928717978499173,0.11948861599480007,0.1460986684377711,
NMI,0.37658491814183664,0.64772571215700991,0.70782341114058211,0.67892386866021204,0.58287964852856122,0.62947595298847536,0.65452515214061902,0.64947876047000397,0.67462263901751784,1.0,
Silhoutte,0.12817609,0.20095622,0.18087635,0.16764265,0.23077046,0.23069409,0.2473442,0.2633868,0.28284619,0.18795505,
