,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,3,5,5,5,5,5,5,5,2,0
1,0,0,1,1,6,6,8,8,8,8,0,1
2,0,3,3,5,5,5,5,5,5,5,2,0
3,2,2,2,2,2,1,1,1,1,1,1,2
4,0,3,3,5,5,5,5,5,5,5,2,0
5,0,0,0,0,0,0,2,2,2,10,0,3
6,0,0,1,1,6,6,8,8,8,8,0,1
7,2,2,2,2,2,6,2,2,2,2,1,3
8,0,0,0,0,0,7,7,7,7,7,3,4
9,1,1,1,2,2,1,1,1,1,1,3,2
10,2,2,2,4,4,3,2,2,2,2,1,3
11,2,0,0,0,6,6,6,6,6,6,4,5
12,2,2,4,4,4,4,4,2,4,4,0,3
13,2,2,3,3,3,3,2,2,3,2,1,3
14,2,2,4,4,4,4,4,4,4,4,0,6
15,2,2,4,4,4,4,4,4,4,4,0,6
16,2,2,4,4,4,4,4,4,4,10,0,3
17,2,2,4,4,4,4,4,4,4,4,0,6
18,2,2,4,4,4,4,4,4,4,4,0,6
19,1,2,4,4,4,4,4,4,4,4,0,6
20,1,0,4,4,4,4,4,4,4,4,0,6
21,0,2,2,1,6,6,8,8,8,8,0,1
22,1,1,4,4,4,4,4,4,4,4,0,6
23,2,2,3,3,3,3,2,2,2,2,1,3
24,2,3,3,3,3,3,3,3,3,3,1,7
25,2,2,2,3,2,1,1,1,1,1,1,2
26,2,3,3,3,3,3,3,3,3,3,1,7
27,1,1,1,2,2,1,1,1,1,1,3,8
28,1,1,1,1,2,1,1,1,1,1,3,2
29,1,1,1,1,1,1,1,9,9,9,3,2
30,2,1,2,2,2,1,1,1,1,1,4,2
31,0,0,4,5,6,6,6,7,6,6,4,5
32,1,1,2,2,2,1,1,1,1,1,4,2
33,1,1,2,2,2,1,1,1,1,1,4,2
34,1,1,1,1,2,1,1,6,1,1,3,8
35,1,1,1,5,5,5,5,5,5,5,2,0
36,1,1,1,1,1,7,7,7,7,7,3,8
37,2,2,2,0,1,7,7,7,7,7,3,4
38,2,2,2,0,1,7,7,0,0,0,3,4
39,1,2,1,1,1,2,6,9,9,9,3,4
40,1,3,1,1,1,2,6,6,10,11,3,8
41,0,3,0,0,0,2,6,6,10,11,3,8
42,1,3,1,1,1,2,6,6,10,11,3,8
43,1,3,3,3,3,3,3,3,3,3,1,7
44,1,1,1,1,1,7,8,9,9,9,3,8
45,1,3,3,3,3,3,3,3,3,3,1,7
46,1,3,1,1,1,7,7,9,9,9,3,8
47,2,2,2,1,1,7,7,7,7,7,3,4
48,2,2,2,1,1,7,7,7,7,7,3,4
49,1,1,1,1,1,1,1,9,9,9,3,8
50,1,3,3,3,3,3,3,3,3,3,1,7
51,1,1,1,1,1,5,5,9,9,9,3,8
52,0,0,4,5,6,6,6,6,6,6,4,5
53,1,1,1,1,1,1,1,9,9,9,3,8
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08930625231287254,0.10332938765155433,0.10946239830536904,0.1334980832099602,0.1621345488923774,0.15625529542791297,0.15269680292549767,0.14308697914873578,0.15193214375716368,0.14863720729230556,0.1797588785054324,0.1475838448838765
NMI,0.17713227882372518,0.31561295175330778,0.47833997787993088,0.60340118546090504,0.6674937508998019,0.6386011374692746,0.60119169685292073,0.6208804037721215,0.68601380077685359,0.69625850880401763,1.0,0.6931140754863927
