,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,3,4,4,4,4,1,0
1,0,3,3,4,6,6,1,1
2,2,3,3,4,4,4,1,0
3,1,1,1,1,1,1,0,2
4,2,3,4,4,4,4,1,0
5,1,1,1,1,1,1,1,2
6,1,1,1,1,6,6,0,1
7,1,1,1,1,1,1,0,2
8,2,2,2,2,2,5,2,4
9,2,2,4,4,4,7,0,5
10,1,1,1,1,1,1,0,2
11,1,2,2,1,1,1,2,2
12,1,1,1,1,1,1,0,2
13,1,1,1,1,1,1,0,2
14,1,1,1,1,1,1,0,5
15,1,1,1,1,1,1,0,2
16,1,1,1,1,1,1,0,2
17,1,1,1,1,1,1,0,2
18,1,1,1,1,1,1,0,2
19,1,1,1,1,1,1,0,2
20,1,1,1,1,1,1,0,2
21,1,1,1,1,1,1,0,1
22,1,1,1,1,1,1,0,2
23,1,1,1,1,1,1,0,2
24,1,2,2,1,1,2,0,2
25,2,2,2,2,2,2,2,3
26,1,1,1,1,1,1,0,5
27,2,2,2,2,2,2,2,6
28,2,3,3,3,3,3,2,4
29,2,3,3,3,3,3,2,4
30,0,3,3,3,3,1,2,5
31,2,3,3,3,3,7,2,4
32,2,3,3,3,2,2,2,4
33,2,2,2,2,2,2,2,3
34,2,2,2,2,2,2,2,6
35,2,0,4,5,5,5,2,4
36,0,2,2,5,5,5,2,7
37,2,2,2,5,5,5,2,7
38,2,2,2,2,2,2,2,6
39,2,2,2,2,2,2,2,3
40,2,2,2,2,2,2,2,6
41,2,2,2,2,2,2,2,6
42,2,2,2,2,2,2,2,6
43,2,2,2,2,2,2,2,6
44,2,2,2,2,2,2,2,3
45,2,2,2,2,2,2,2,6
46,1,1,1,1,1,1,0,2
47,2,2,2,2,2,2,2,3
48,2,2,2,2,2,2,2,3
49,2,2,2,2,2,2,2,3
50,2,3,3,3,3,3,2,4
51,2,3,3,3,3,3,2,4
52,2,3,4,3,3,3,2,4
53,2,2,2,2,2,2,2,6
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.052555867213405605,0.05629745924570228,0.053797373627031124,0.0599767144350534,0.05659765555376543,0.05307298988291026,0.0712327558931321,0.04141962468947708
NMI,0.5395750076435496,0.56920868982303319,0.54790294316379418,0.64169482339324901,0.60780034104909109,0.50766514898925963,1.0,0.53831727854665024
